freq_hz,h1_abs_db,h1_phase_rad,fir_abs_db,fir_phase_rad,total_abs_db,total_phase_rad,target_phase_rad,phase_error_rad,total_group_delay_ns
4414000000.000000,-1.292824240000e-01,1.900472616770e+00,1.327251130356e-01,-1.260752602558e+00,3.442689035607e-03,-6.219213305758e+01,-6.219568055944e+01,3.547501860439e-03,1.063359406295e+01
4415000000.000000,-1.423425590000e-01,1.890372311444e+00,1.330182022585e-01,-1.317872727431e+00,-9.324356741538e-03,-6.225935348778e+01,-6.226243940333e+01,3.085915549640e-03,1.102446982436e+01
4416000000.000000,-1.368116690000e-01,1.876181322101e+00,1.333805464666e-01,-1.374998881528e+00,-3.431122533390e-03,-6.233067063122e+01,-6.232919824722e+01,-1.472384001723e-03,1.064988150275e+01
4417000000.000000,-1.371222200000e-01,1.870800114193e+00,1.338137355754e-01,-1.432130888143e+00,-3.308484424601e-03,-6.239318384575e+01,-6.239595709111e+01,2.773245364651e-03,1.085178045000e+01
4418000000.000000,-1.440252620000e-01,1.854083472952e+00,1.343189367516e-01,-1.489268527340e+00,-9.706325248425e-03,-6.246703812618e+01,-6.246271593500e+01,-4.322191184478e-03,1.075580856830e+01
4419000000.000000,-1.395558850000e-01,1.849919286912e+00,1.348968702651e-01,-1.546411537588e+00,-4.659014734922e-03,-6.252834532247e+01,-6.252947477889e+01,1.129456415811e-03,1.035021286079e+01
4420000000.000000,-1.387495050000e-01,1.838309952566e+00,1.355477887905e-01,-1.603559617700e+00,-3.201716209481e-03,-6.259710273693e+01,-6.259623362278e+01,-8.691141531330e-04,1.062319114342e+01
4421000000.000000,-1.334460200000e-01,1.830725221384e+00,1.362714604718e-01,-1.660712429076e+00,2.825440471758e-03,-6.266184027949e+01,-6.266299246667e+01,1.152187177986e-03,1.034781549597e+01
4422000000.000000,-1.672402480000e-01,1.822585448563e+00,1.370671560451e-01,-1.717869598268e+00,-3.017309195494e-02,-6.272713722150e+01,-6.272975131055e+01,2.614089053040e-03,1.073895494185e+01
4423000000.000000,-1.417265280000e-01,1.810093824360e+00,1.379336402822e-01,-1.775030719862e+00,-3.792887717823e-03,-6.279678996730e+01,-6.279651015444e+01,-2.798128546786e-04,1.095153064437e+01
4424000000.000000,-1.392691670000e-01,1.799290217091e+00,1.388691679883e-01,-1.832195359668e+00,-3.999990116809e-04,-6.286475821437e+01,-6.286326899833e+01,-1.489216041108e-03,1.043580893966e+01
4425000000.000000,-1.566762780000e-01,1.793285919943e+00,1.398714847627e-01,-1.889363058241e+00,-1.680479323734e-02,-6.292793021009e+01,-6.293002784222e+01,2.097632126414e-03,1.031540628186e+01
4426000000.000000,-1.452112200000e-01,1.784000973755e+00,1.409378326650e-01,-1.946533334708e+00,-4.273387335043e-03,-6.299438543275e+01,-6.299678668611e+01,2.401253360873e-03,1.072338675455e+01
4427000000.000000,-1.534094630000e-01,1.772874500405e+00,1.420649609284e-01,-2.003705690902e+00,-1.134450207159e-02,-6.306268426229e+01,-6.306354553000e+01,8.612677051971e-04,1.095518627332e+01
