subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_plan_b_equalized_i,after_plan_b_equalized_q,after_plan_b_fixed_equalized_i,after_plan_b_fixed_equalized_q,plan_b_abs,plan_b_phase_rad,plan_b_fixed_abs,plan_b_fixed_phase_rad
2093,21481,3933288574.218750,-1.171275991314e+02,-1.952126652190e+02,-1.316582102914e+02,-1.891792605824e+02,-1.165012470241e+02,-1.956274647493e+02,-1.164857075929e+02,-1.956596242042e+02,9.973858446121e-01,1.293760776783,9.974687015702e-01,1.293949908829
2094,21482,3933471679.687500,3.904253304380e+01,3.904253304380e+01,4.210604676186e+01,3.672744218669e+01,3.895172893249e+01,3.909991232284e+01,3.894998338080e+01,3.910837783871e+01,9.972939921981e-01,1.282376712534,9.973767532947e-01,1.282565614125
2095,21483,3933654785.156250,3.904253304380e+01,-1.952126652190e+02,2.584925259259e+01,-1.996898609513e+02,3.910020460837e+01,-1.949971086442e+02,3.912900605559e+01,-1.950088269676e+02,9.972020408161e-01,1.270988687096,9.972846940502e-01,1.271177352451
2096,21484,3933837890.625000,1.952126652190e+02,-1.171275991314e+02,1.886889671719e+02,-1.317733982729e+02,1.947972307570e+02,-1.171191963074e+02,1.948292520798e+02,-1.171039309281e+02,9.971099934555e-01,1.259596698025,9.971925268033e-01,1.259785121457
2097,21485,3934020996.093750,-3.904253304380e+01,-1.952126652190e+02,-5.304847996644e+01,-1.940542233863e+02,-3.935490538245e+01,-1.947255787731e+02,-3.933299774831e+01,-1.947474382034e+02,9.970178531432e-01,1.248200743217,9.971002545594e-01,1.248388919133
2098,21486,3934204101.562500,2.732977313066e+02,-2.732977313066e+02,2.569796883411e+02,-2.941960329378e+02,2.725069789996e+02,-2.729755474548e+02,2.725657619169e+02,-2.729636658661e+02,9.969256229409e-01,1.236800820905,9.970078803609e-01,1.236988743810
2099,21487,3934387207.031250,-1.171275991314e+02,-1.171275991314e+02,-1.258780822624e+02,-1.104066056769e+02,-1.168602706116e+02,-1.169305763183e+02,-1.168551636779e+02,-1.169557149714e+02,9.968333059482e-01,1.225396929664,9.969154072902e-01,1.225584594158
2100,21488,3934570312.500000,1.952126652190e+02,3.904253304380e+01,1.994573483181e+02,2.689763467448e+01,1.947791864523e+02,3.925096089146e+01,1.947907858475e+02,3.927945837855e+01,9.967409053006e-01,1.213989068417,9.968228384676e-01,1.214176469197
2101,21489,3934753417.968750,3.904253304380e+01,1.952126652190e+02,5.149754878127e+01,1.945933376381e+02,3.846097208651e+01,1.949475383808e+02,3.843915075314e+01,1.949691373483e+02,9.966484241693e-01,1.202577236432,9.967301770510e-01,1.202764368291
2102,21490,3934936523.437500,3.904253304380e+01,-1.952126652190e+02,2.771715598885e+01,-1.994045476272e+02,3.970300670539e+01,-1.947091985510e+02,3.973140772451e+01,-1.947206865952e+02,9.965558657631e-01,1.191161433330,9.966374262380e-01,1.191348291157
2103,21491,3935119628.906250,-2.732977313066e+02,-1.171275991314e+02,-2.829496901683e+02,-1.020854791642e+02,-2.724648009359e+02,-1.179041323544e+02,-2.724728466929e+02,-1.179490834334e+02,9.964632333264e-01,1.179741659083,9.965445892636e-01,1.179928237865
2104,21492,3935302734.375000,-1.952126652190e+02,1.952126652190e+02,-1.856463172219e+02,2.088414984437e+02,-1.954817975453e+02,1.944987303011e+02,-1.955232487929e+02,1.944902213209e+02,9.963705301399e-01,1.168317914019,9.964516694014e-01,1.168504208841
2105,21493,3935485839.843750,2.732977313066e+02,2.732977313066e+02,2.925478570456e+02,2.600066437374e+02,2.726798472798e+02,2.735145994370e+02,2.726680102806e+02,2.735725226411e+02,9.962777595202e-01,1.156890198827,9.963586699628e-01,1.157076204869
2106,21494,3935668945.312500,-1.171275991314e+02,-3.904253304380e+01,-1.207919556677e+02,-3.249988424175e+01,-1.170682853570e+02,-3.909195288667e+01,-1.170731829220e+02,-3.911015048196e+01,9.961849248199e-01,1.145458514554,9.962655942969e-01,1.145644227094
2107,21495,3935852050.781250,-1.171275991314e+02,-3.904253304380e+01,-1.208550050397e+02,-3.250469545530e+01,-1.171545806362e+02,-3.899053746848e+01,-1.171594817478e+02,-3.900869110301e+01,9.960920294281e-01,1.134022862611,9.961724457917e-01,1.134208277025
2108,21496,3936035156.250000,1.171275991314e+02,3.904253304380e+01,1.208936036674e+02,3.255294100310e+01,1.172143753393e+02,3.892991662229e+01,1.172192712445e+02,3.894802534873e+01,9.959990767690e-01,1.122583244774,9.960792278722e-01,1.122768356536
2109,21497,3936218261.718750,1.952126652190e+02,-1.952126652190e+02,1.863969162332e+02,-2.088741288123e+02,1.952483872128e+02,-1.952819979300e+02,1.952893717436e+02,-1.952736509028e+02,9.959060703020e-01,1.111139663190,9.959859440005e-01,1.111324467871
2110,21498,3936401367.187500,3.904253304380e+01,1.952126652190e+02,5.039048204692e+01,1.954814843290e+02,3.887084622435e+01,1.952792366940e+02,3.884947826112e+01,1.953003968891e+02,9.958130135225e-01,1.099692120374,9.958925976765e-01,1.099876613641
2111,21499,3936584472.656250,-1.952126652190e+02,-3.904253304380e+01,-1.997668280819e+02,-2.905317430702e+01,-1.951475731448e+02,-3.941614606918e+01,-1.951588136724e+02,-3.944394070779e+01,9.957199099601e-01,1.088240619213,9.957991924368e-01,1.088424796835
2112,21500,3936767578.125000,3.904253304380e+01,-3.904253304380e+01,3.751700377396e+01,-4.155783853286e+01,3.915296285228e+01,-3.892703434763e+01,3.916107863710e+01,-3.892534551063e+01,9.956267631805e-01,1.076785162972,9.957057318556e-01,1.076969020813
2113,21501,3936950683.593750,2.732977313066e+02,1.171275991314e+02,2.826179047122e+02,1.050092343945e+02,2.727947714711e+02,1.181666134730e+02,2.728024675542e+02,1.182104424294e+02,9.955335767826e-01,1.065325755292,9.956122195424e-01,1.065509289313
2114,21502,3937133789.062500,1.171275991314e+02,-1.171275991314e+02,1.128513154953e+02,-1.243352042506e+02,1.174972790178e+02,-1.166295098224e+02,1.175214542491e+02,-1.166244301981e+02,9.954403544001e-01,1.053862400193,9.955186591438e-01,1.054045606455
2115,21503,3937316894.531250,1.171275991314e+02,-1.171275991314e+02,1.128510360700e+02,-1.242508273965e+02,1.173722671987e+02,-1.166457105821e+02,1.173963532549e+02,-1.166406484836e+02,9.953470997014e-01,1.042395102077,9.954250543426e-01,1.042577976738
2116,21504,3937500000.000000,-2.732977313066e+02,-3.904253304380e+01,-2.784059990640e+02,-2.630115201735e+01,-2.727965167721e+02,-3.966682874207e+01,-2.728137844433e+02,-3.970386777837e+01,9.952538163865e-01,1.030923865731,9.953314088554e-01,1.031106405047
2117,21505,3937683105.468750,1.171275991314e+02,3.904253304380e+01,1.203381927660e+02,3.387285794109e+01,1.168264403394e+02,3.918757137415e+01,1.168310544290e+02,3.920518297721e+01,9.951605081911e-01,1.019448696327,9.952377264363e-01,1.019630896651
2118,21506,3937866210.937500,2.732977313066e+02,-1.171275991314e+02,2.707484113248e+02,-1.314296818431e+02,2.727887147615e+02,-1.164976634707e+02,2.728250509024e+02,-1.164734322624e+02,9.950671788823e-01,1.007969599425,9.951440108731e-01,1.008151457208
2119,21507,3938049316.406250,-1.171275991314e+02,-1.952126652190e+02,-1.275938424745e+02,-1.918334692979e+02,-1.166523673634e+02,-1.947902503092e+02,-1.166377855723e+02,-1.948202022194e+02,9.949738322601e-01,0.996486580976,9.950502659882e-01,0.996668092767
2120,21508,3938232421.875000,2.732977313066e+02,-1.171275991314e+02,2.710123070030e+02,-1.310501694306e+02,2.727567498945e+02,-1.166114325255e+02,2.727927950176e+02,-1.165873196530e+02,9.948804721561e-01,0.984999647321,9.949564956375e-01,0.985180809766
2121,21509,3938415527.343750,-2.732977313066e+02,-1.952126652190e+02,-2.853303468626e+02,-1.852049309756e+02,-2.725589150910e+02,-1.950640517433e+02,-2.725567191567e+02,-1.951128223293e+02,9.947871024348e-01,0.973508805197,9.948627037118e-01,0.973689615040
2122,21510,3938598632.812500,-3.904253304380e+01,3.904253304380e+01,-3.780140447373e+01,4.124306201265e+01,-3.901191883224e+01,3.893740145437e+01,-3.901973938012e+01,3.893572421780e+01,9.946937269901e-01,0.962014061735,9.947688941334e-01,0.962194515818
2123,21511,3938781738.281250,-1.171275991314e+02,-2.732977313066e+02,-1.303931416296e+02,-2.717333162125e+02,-1.166906102844e+02,-2.730225098814e+02,-1.166666252360e+02,-2.730581042349e+02,9.946003497486e-01,0.950515424464,9.946750708589e-01,0.950695519726
2124,21512,3938964843.750000,3.904253304380e+01,3.904253304380e+01,4.120047579478e+01,3.791447344862e+01,3.895916528069e+01,3.903836410362e+01,3.895748105516e+01,3.904612515476e+01,9.945069746654e-01,0.939012901314,9.945812378755e-01,0.939192634790
2125,21513,3939147949.218750,-3.904253304380e+01,-1.952126652190e+02,-4.758777868227e+01,-1.962918191441e+02,-3.879992287079e+01,-1.951146423445e+02,-3.877939438339e+01,-1.951344577291e+02,9.944136057262e-01,0.927506500615,9.944873992029e-01,0.927685869436
2126,21514,3939331054.687500,-3.904253304380e+01,-3.904253304380e+01,-4.116085650626e+01,-3.804076383431e+01,-3.898419487122e+01,-3.907735572642e+01,-3.898250098020e+01,-3.908505624064e+01,9.943202469454e-01,0.915996231098,9.943935588914e-01,0.916175232495
2127,21515,3939514160.156250,-1.952126652190e+02,3.904253304380e+01,-1.965960151490e+02,4.721403268700e+01,-1.952861070233e+02,3.879655817557e+01,-1.953057167238e+02,3.877612146382e+01,9.942269023665e-01,0.904482101901,9.942997210225e-01,0.904660733199
2128,21516,3939697265.625000,1.171275991314e+02,-3.904253304380e+01,1.174581579791e+02,-4.407398934286e+01,1.172443671911e+02,-3.890303165272e+01,1.172579376701e+02,-3.889198387739e+01,9.941335760606e-01,0.892964122566,9.942058897066e-01,0.893142381188
2129,21517,3939880371.093750,3.904253304380e+01,-1.952126652190e+02,3.249439820951e+01,-1.997684705236e+02,3.936392609940e+01,-1.953433592342e+02,3.939016470127e+01,-1.953534369759e+02,9.940402721253e-01,0.881442303045,9.941120690832e-01,0.881620186509
2130,21518,3940063476.562500,-1.171275991314e+02,1.952126652190e+02,-1.120637000859e+02,2.025945862204e+02,-1.175486815112e+02,1.952778617094e+02,-1.175806836113e+02,1.952785673608e+02,9.939469946872e-01,0.869916653697,9.940182633221e-01,0.870094159616
2131,21519,3940246582.031250,1.952126652190e+02,-2.732977313066e+02,1.888596964373e+02,-2.845934700726e+02,1.957640119634e+02,-2.733530543715e+02,1.958109391027e+02,-2.733502675970e+02,9.938537478967e-01,0.858387185291,9.939244766190e-01,0.858564311377
2132,21520,3940429687.500000,1.171275991314e+02,-2.732977313066e+02,1.097205125020e+02,-2.817728567407e+02,1.175258924890e+02,-2.734438044172e+02,1.175668263320e+02,-2.734501768021e+02,9.937605359304e-01,0.846853909009,9.938307131978e-01,0.847030653067
2133,21521,3940612792.968750,1.952126652190e+02,1.171275991314e+02,2.023149971974e+02,1.125457846687e+02,1.952851456212e+02,1.173918545776e+02,1.952856893912e+02,1.174234196323e+02,9.936673629902e-01,0.835316836447,9.937369773092e-01,0.835493196377
2134,21522,3940795898.437500,1.171275991314e+02,3.904253304380e+01,1.203180331038e+02,3.587728422921e+01,1.171924893879e+02,3.914506660734e+01,1.171964426161e+02,3.916164141048e+01,9.935742333013e-01,0.823775979614,9.936432732293e-01,0.823951953413
2135,21523,3940979003.906250,-1.171275991314e+02,-1.171275991314e+02,-1.227608967076e+02,-1.153403148267e+02,-1.171562038308e+02,-1.172517883266e+02,-1.171509871877e+02,-1.172739330250e+02,9.934811511115e-01,0.812231350935,9.935496052584e-01,0.812406936693
2136,21524,3941162109.375000,-2.732977313066e+02,-2.732977313066e+02,-2.860986169459e+02,-2.692369301214e+02,-2.732765199819e+02,-2.733804988650e+02,-2.732643140411e+02,-2.734318711831e+02,9.933881206926e-01,0.800682963254,9.934559777230e-01,0.800858159154
2137,21525,3941345214.843750,2.732977313066e+02,1.952126652190e+02,2.833951932769e+02,1.900352869187e+02,2.731718879755e+02,1.951099272258e+02,2.731686905644e+02,1.951554482385e+02,9.932951463370e-01,0.789130829829,9.933623949713e-01,0.789305634152
2138,21526,3941528320.312500,-1.171275991314e+02,1.952126652190e+02,-1.131884451243e+02,2.015634515109e+02,-1.169513787034e+02,1.950322229093e+02,-1.169821384955e+02,1.950324572830e+02,9.932022323581e-01,0.777574964341,9.932688613752e-01,0.777749375459
2139,21527,3941711425.781250,-1.171275991314e+02,1.952126652190e+02,-1.132930933565e+02,2.013714482283e+02,-1.168371136927e+02,1.949427874603e+02,-1.168677015932e+02,1.949429541138e+02,9.931093830896e-01,0.766015380889,9.931753813279e-01,0.766189397269
2140,21528,3941894531.250000,1.171275991314e+02,1.171275991314e+02,1.219976683436e+02,1.155475469590e+02,1.169458064364e+02,1.167780965074e+02,1.169405076356e+02,1.167995827791e+02,9.930166028838e-01,0.754452093996,9.930819592434e-01,0.754625714196
2141,21529,3942077636.718750,-1.952126652190e+02,3.904253304380e+01,-1.968966588452e+02,4.475311132260e+01,-1.946948325858e+02,3.908248937638e+01,-1.947126387967e+02,3.906292604717e+01,9.929238961124e-01,0.742885118603,9.929885995566e-01,0.743058341275
2142,21530,3942260742.187500,1.952126652190e+02,2.732977313066e+02,2.048558210308e+02,2.723071454210e+02,1.948692623640e+02,2.726032746012e+02,1.948514582189e+02,2.726439548004e+02,9.928312671633e-01,0.731314470077,9.928953067205e-01,0.731487293967
2143,21531,3942443847.656250,-1.952126652190e+02,2.732977313066e+02,-1.915999765412e+02,2.819268137735e+02,-1.948040396711e+02,2.727465702948e+02,-1.948480597814e+02,2.727428037158e+02,9.927387204418e-01,0.719740164208,9.928020852074e-01,0.719912588151
2144,21532,3942626953.125000,-3.904253304380e+01,3.904253304380e+01,-3.875851153300e+01,4.049934026800e+01,-3.898340771481e+01,3.896045452830e+01,-3.899040243291e+01,3.895864082307e+01,9.926462603681e-01,0.708162217212,9.927089395059e-01,0.708334240137
2145,21533,3942810058.593750,-2.732977313066e+02,-2.732977313066e+02,-2.832135910289e+02,-2.717895308603e+02,-2.726978925794e+02,-2.730371281074e+02,-2.726851020194e+02,-2.730857945687e+02,9.925538913782e-01,0.696580645729,9.926158741221e-01,0.696752266655
2146,21534,3942993164.062500,1.171275991314e+02,1.952126652190e+02,1.227792630603e+02,1.960011277299e+02,1.167863813006e+02,1.950616129855e+02,1.167721074638e+02,1.950874099142e+02,9.924616179199e-01,0.684995466823,9.925228935759e-01,0.685166684861
2147,21535,3943176269.531250,-3.904253304380e+01,-2.732977313066e+02,-4.478465290379e+01,-2.768805526494e+02,-3.881721749036e+01,-2.729392373875e+02,-3.878922010520e+01,-2.729611476783e+02,9.923694444551e-01,0.673406697990,9.924300024027e-01,0.673577512340
2148,21536,3943359375.000000,1.952126652190e+02,-2.732977313066e+02,1.933741510201e+02,-2.811414980717e+02,1.950006266721e+02,-2.728411506946e+02,1.950434106995e+02,-2.728368125114e+02,9.922773754575e-01,0.661814357148,9.923372051515e-01,0.661984767102
2149,21537,3943542480.468750,-1.171275991314e+02,1.952126652190e+02,-1.156069820862e+02,2.003345779546e+02,-1.169319508773e+02,1.949197481491e+02,-1.169609231653e+02,1.949190450806e+02,9.921854154102e-01,0.650218462646,9.922445063824e-01,0.650388467584
2150,21538,3943725585.937500,2.732977313066e+02,-1.171275991314e+02,2.756983925751e+02,-1.235190347026e+02,2.728052569955e+02,-1.170555771357e+02,2.728351480496e+02,-1.170327170279e+02,9.920935688063e-01,0.638619033259,9.921519106669e-01,0.638788632651
2151,21539,3943908691.406250,2.732977313066e+02,-3.904253304380e+01,2.770299466430e+02,-4.399614188672e+01,2.728050658765e+02,-3.919193688853e+01,2.728261313212e+02,-3.916432147423e+01,9.920018401488e-01,0.627016088192,9.920594225885e-01,0.627185281598
2152,21540,3944091796.875000,-1.171275991314e+02,1.171275991314e+02,-1.172072601967e+02,1.207914216607e+02,-1.167698626646e+02,1.170794970371e+02,-1.167897784110e+02,1.170737952461e+02,9.919102339456e-01,0.615409647079,9.919670467365e-01,0.615578434145
2153,21541,3944274902.343750,-1.171275991314e+02,-3.904253304380e+01,-1.195922477107e+02,-3.792185326223e+01,-1.170024222642e+02,-3.873663185166e+01,-1.170051953831e+02,-3.875172773859e+01,9.918187547135e-01,0.603799729982,9.918747877115e-01,0.603968110444
2154,21542,3944458007.812500,1.171275991314e+02,-1.171275991314e+02,1.173158759209e+02,-1.207237252445e+02,1.166005123255e+02,-1.172427139933e+02,1.166201533045e+02,-1.172369548904e+02,9.917274069721e-01,0.592186357394,9.917826501179e-01,0.592354331073
2155,21543,3944641113.281250,1.171275991314e+02,1.952126652190e+02,1.217963985709e+02,1.967235076045e+02,1.175947488605e+02,1.944618405453e+02,1.175805285792e+02,1.944859131660e+02,9.916361952474e-01,0.580569550234,9.916906385683e-01,0.580737117041
2156,21544,3944824218.750000,-1.171275991314e+02,-3.904253304380e+01,-1.195787746442e+02,-3.806432579978e+01,-1.170813546742e+02,-3.848380431644e+01,-1.170839274523e+02,-3.849865269440e+01,9.915451240665e-01,0.568949329856,9.915987576781e-01,0.569116489787
2157,21545,3945007324.218750,2.732977313066e+02,-2.732977313066e+02,2.741415216631e+02,-2.814296359137e+02,2.714912056142e+02,-2.741222407068e+02,2.715360524045e+02,-2.741085753076e+02,9.914541979588e-01,0.557325718039,9.915070120661e-01,0.557492471175
2158,21546,3945190429.687500,3.904253304380e+01,3.904253304380e+01,4.011526049462e+01,3.926848931948e+01,3.911118560868e+01,3.884076629368e+01,3.910920846103e+01,3.884712206322e+01,9.913634214545e-01,0.545698736994,9.914154063539e-01,0.545865083504
2159,21547,3945373535.156250,1.952126652190e+02,2.732977313066e+02,2.007823689429e+02,2.762682312040e+02,1.954757456617e+02,2.724434258035e+02,1.954574272097e+02,2.724792500131e+02,9.912727990835e-01,0.534068409361,9.913239451641e-01,0.534234349497
2160,21548,3945556640.625000,1.952126652190e+02,1.171275991314e+02,1.992246703928e+02,1.179783730176e+02,1.950051382522e+02,1.167982036026e+02,1.950032798294e+02,1.168252419926e+02,9.911823353725e-01,0.522434758209,9.912326331175e-01,0.522600292309
2161,21549,3945739746.093750,-1.171275991314e+02,1.952126652190e+02,-1.184874102315e+02,1.989702897009e+02,-1.170701718537e+02,1.948649994988e+02,-1.170970271625e+02,1.948629862011e+02,9.910920348464e-01,0.510797807037,9.911414748346e-01,0.510962935522
2162,21550,3945922851.562500,3.904253304380e+01,2.732977313066e+02,3.996208168275e+01,2.780223872531e+02,3.846835114901e+01,2.730021099891e+02,3.844159014529e+01,2.730204633972e+02,9.910019020247e-01,0.499157579774,9.910504749325e-01,0.499322303149
2163,21551,3946105957.031250,-1.171275991314e+02,-1.171275991314e+02,-1.192013647579e+02,-1.192089190249e+02,-1.167980367904e+02,-1.171933270739e+02,-1.167917478890e+02,-1.172116240358e+02,9.909119414226e-01,0.487514100774,9.909596380246e-01,0.487678419627
2164,21552,3946289062.500000,-1.952126652190e+02,-3.904253304380e+01,-1.987671612498e+02,-3.971034283952e+01,-1.950445566008e+02,-3.907615392802e+01,-1.950503411302e+02,-3.909852626083e+01,9.908221575467e-01,0.475867394824,9.908689687177e-01,0.476031309825
2165,21553,3946472167.968750,-1.952126652190e+02,-2.732977313066e+02,-1.989673811934e+02,-2.782903027280e+02,-1.954030870483e+02,-2.729696706821e+02,-1.953843714526e+02,-2.730035899070e+02,9.907325548970e-01,0.464217487135,9.907784716133e-01,0.464380999037
2166,21554,3946655273.437500,-2.732977313066e+02,-1.171275991314e+02,-2.785787683047e+02,-1.191638599888e+02,-2.735405173806e+02,-1.164573623820e+02,-2.735417863754e+02,-1.164914193068e+02,9.906431379632e-01,0.452564403347,9.906881513038e-01,0.452727512985
2167,21555,3946838378.906250,-2.732977313066e+02,3.904253304380e+01,-2.785766383123e+02,4.006074143758e+01,-2.732024205139e+02,4.007803134309e+01,-2.732196429063e+02,4.005172571076e+01,9.905539112238e-01,0.440908169528,9.905980123722e-01,0.441070877816
2168,21556,3947021484.375000,-3.904253304380e+01,1.171275991314e+02,-3.970373684336e+01,1.194870680311e+02,-3.848549215272e+01,1.173730692523e+02,-3.849937637882e+01,1.173746208966e+02,9.904648791463e-01,0.429248812171,9.905080593914e-01,0.429411120103
2169,21557,3947204589.843750,-1.952126652190e+02,-1.952126652190e+02,-1.989272442091e+02,-1.992194235323e+02,-1.961281968473e+02,-1.944244622791e+02,-1.961172988333e+02,-1.944535093928e+02,9.903760461832e-01,0.417586358193,9.904182969210e-01,0.417748266845
2170,21558,3947387695.312500,-3.904253304380e+01,-1.171275991314e+02,-3.952468124607e+01,-1.195341975092e+02,-3.949769786014e+01,-1.170009611401e+02,-3.948753668147e+01,-1.170102668741e+02,9.902874167741e-01,0.405920834939,9.903287295089e-01,0.406082345465
2171,21559,3947570800.781250,1.171275991314e+02,1.171275991314e+02,1.189436085688e+02,1.199204469461e+02,1.175190735470e+02,1.167500085340e+02,1.175123914911e+02,1.167671065724e+02,9.901989953407e-01,0.394252270176,9.902393616864e-01,0.394413383809
2172,21560,3947753906.250000,-1.952126652190e+02,1.171275991314e+02,-1.997313344828e+02,1.182775832382e+02,-1.948763694779e+02,1.176552242031e+02,-1.948966933152e+02,1.176405735891e+02,9.901107862876e-01,0.382580692094,9.901501979691e-01,0.382741410145
2173,21561,3947937011.718750,1.952126652190e+02,1.952126652190e+02,1.975493423873e+02,2.005130264429e+02,1.956044553627e+02,1.947397074254e+02,1.955930737733e+02,1.947676481182e+02,9.900227940010e-01,0.370906129306,9.900612428553e-01,0.371066453163
2174,21562,3948120117.187500,-3.904253304380e+01,-1.952126652190e+02,-3.817962602693e+01,-1.993484934029e+02,-3.954559243917e+01,-1.950449228321e+02,-3.952763568500e+01,-1.950569340716e+02,9.899350228468e-01,0.359228610846,9.899725008245e-01,0.359388541975
2175,21563,3948303222.656250,1.171275991314e+02,1.171275991314e+02,1.184097373816e+02,1.204117305526e+02,1.174939790479e+02,1.166562162916e+02,1.174870390946e+02,1.166726612301e+02,9.898474771674e-01,0.347548166168,9.898839763337e-01,0.347707706111
2176,21564,3948486328.125000,3.904253304380e+01,1.171275991314e+02,3.877550836925e+01,1.197496912486e+02,3.954891151996e+01,1.168850845184e+02,3.953882059864e+01,1.168936108014e+02,9.897601612850e-01,0.335864825146,9.897956738213e-01,0.336023975521
2177,21565,3948669433.593750,1.952126652190e+02,-1.171275991314e+02,2.000595844534e+02,-1.176491735202e+02,1.944404565782e+02,-1.181113563033e+02,1.944596094719e+02,-1.180965832772e+02,9.896730794947e-01,0.324178618070,9.897075976995e-01,0.324337380570
2178,21566,3948852539.062500,-1.171275991314e+02,1.171275991314e+02,-1.204794911592e+02,1.183217869365e+02,-1.162846755220e+02,1.177819728680e+02,-1.163006422928e+02,1.177748686360e+02,9.895862360670e-01,0.312489575649,9.896197523570e-01,0.312647952041
2179,21567,3949035644.531250,-2.732977313066e+02,1.952126652190e+02,-2.805530995046e+02,1.962529570208e+02,-2.717313965581e+02,1.968774463948e+02,-2.717606106137e+02,1.968578367000e+02,9.894996352444e-01,0.300797729006,9.895321421561e-01,0.300955721132
2180,21568,3949218750.000000,1.171275991314e+02,-1.171275991314e+02,1.209585304521e+02,-1.178297144810e+02,1.164677697907e+02,-1.175579804937e+02,1.164833895908e+02,-1.175507027868e+02,9.894132812410e-01,0.289103109678,9.894447714316e-01,0.289260719453
2181,21569,3949401855.468750,-1.171275991314e+02,-3.904253304380e+01,-1.187384389476e+02,-4.174985979312e+01,-1.171049219881e+02,-3.870094193629e+01,-1.171051443962e+02,-3.871369441161e+01,9.893271782403e-01,0.277405749615,9.893576444886e-01,0.277562979027
2182,21570,3949584960.937500,2.732977313066e+02,-1.952126652190e+02,2.824657770707e+02,-1.935075803045e+02,2.728966507044e+02,-1.951252944846e+02,2.729246576031e+02,-1.951052268545e+02,9.892413303939e-01,0.265705681177,9.892707656021e-01,0.265862532287
2183,21571,3949768066.406250,-2.732977313066e+02,2.732977313066e+02,-2.849181530885e+02,2.721727081133e+02,-2.734064986546e+02,2.725325856800e+02,-2.734416545727e+02,2.725148539449e+02,9.891557418213e-01,0.254002937136,9.891841390155e-01,0.254159412075
2184,21572,3949951171.875000,1.952126652190e+02,3.904253304380e+01,1.979070549931e+02,4.498949598864e+01,1.948186838211e+02,3.971027061426e+01,1.948208971281e+02,3.973028935137e+01,9.890704166058e-01,0.242297550670,9.890977689372e-01,0.242453651641
2185,21573,3950134277.343750,-3.904253304380e+01,3.904253304380e+01,-4.089661863392e+01,3.869162110319e+01,-3.915395507387e+01,3.883663035435e+01,-3.915885807629e+01,3.883403317508e+01,9.889853587960e-01,0.230589555364,9.890116595424e-01,0.230745284641
2186,21574,3950317382.812500,-2.732977313066e+02,3.904253304380e+01,-2.797518979964e+02,3.181755717883e+01,-2.731523145544e+02,3.795260061216e+01,-2.731638360721e+02,3.792756706880e+01,9.889005724023e-01,0.218878985207,9.889258149684e-01,0.219034345133
2187,21575,3950500488.281250,3.904253304380e+01,-1.952126652190e+02,4.570245939528e+01,-1.978667106497e+02,3.970847037582e+01,-1.948867348393e+02,3.972814321842e+01,-1.948883720754e+02,9.888160613963e-01,0.207165874592,9.888402393155e-01,0.207320867580
2188,21576,3950683593.750000,-1.952126652190e+02,1.171275991314e+02,-2.027328715981e+02,1.133655641689e+02,-1.954470868123e+02,1.163746027332e+02,-1.954633553428e+02,1.163591663164e+02,9.887318297090e-01,0.195450258312,9.887549366439e-01,0.195604886842
2189,21577,3950866699.218750,-1.952126652190e+02,-2.732977313066e+02,-1.903350410389e+02,-2.850417979813e+02,-1.942233929769e+02,-2.737204019836e+02,-1.942025019184e+02,-2.737457795889e+02,9.886478812307e-01,0.183732171558,9.886699109743e-01,0.183886438180
2190,21578,3951049804.687500,-1.952126652190e+02,2.732977313066e+02,-2.081618091936e+02,2.723833292025e+02,-1.958475815530e+02,2.726096778835e+02,-1.958780546281e+02,2.725979328615e+02,9.885642198062e-01,0.172011649920,9.885851662828e-01,0.172165557250
2191,21579,3951232910.156250,-1.171275991314e+02,2.732977313066e+02,-1.286224956409e+02,2.749569499021e+02,-1.175911738062e+02,2.729441191087e+02,-1.176195260308e+02,2.729394932542e+02,9.884808492377e-01,0.160288729383,9.885007065040e-01,0.160442280104
2192,21580,3951416015.625000,1.171275991314e+02,-1.171275991314e+02,1.234799997679e+02,-1.155822671518e+02,1.172074045975e+02,-1.169564230163e+02,1.172209476338e+02,-1.169480889835e+02,9.883977732797e-01,0.148563446322,9.884165355256e-01,0.148716643185
2193,21581,3951599121.093750,-3.904253304380e+01,1.952126652190e+02,-4.650551425137e+01,1.979192592545e+02,-3.907738468073e+01,1.951444711830e+02,-3.909636977506e+01,1.951449791308e+02,9.883149956397e-01,0.136835837507,9.883326571893e-01,0.136988683325
2194,21582,3951782226.562500,-2.732977313066e+02,-2.732977313066e+02,-2.695737010171e+02,-2.884162156711e+02,-2.734023091809e+02,-2.730764569618e+02,-2.733825023498e+02,-2.731072865508e+02,9.882325199761e-01,0.125105940093,9.882490752886e-01,0.125258437746
2195,21583,3951965332.031250,3.904253304380e+01,1.952126652190e+02,3.305925155878e+01,2.006745542382e+02,3.931746465991e+01,1.951321284985e+02,3.930019865037e+01,1.951394637997e+02,9.881503498965e-01,0.113373791622,9.881657935670e-01,0.113525944054
2196,21584,3952148437.500000,1.171275991314e+02,-3.904253304380e+01,1.209529151320e+02,-3.564549654199e+01,1.170085303306e+02,-3.921128920529e+01,1.170142259781e+02,-3.920123042228e+01,9.880684889567e-01,0.101639430021,9.880828157171e-01,0.101791240240
