subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_plan_b_equalized_i,after_plan_b_equalized_q,after_plan_b_fixed_equalized_i,after_plan_b_fixed_equalized_q,plan_b_abs,plan_b_phase_rad,plan_b_fixed_abs,plan_b_fixed_phase_rad
89,19477,3566345214.843750,-1.171275991314e+02,1.952126652190e+02,-1.280697548459e+02,1.960474182379e+02,-1.175487398595e+02,1.949974504928e+02,-1.175305163726e+02,1.949912239351e+02,9.816679017635e-01,-2.845942964977,9.816010434560e-01,-2.845970738074
90,19478,3566528320.312500,3.904253304380e+01,1.952126652190e+02,3.249623957596e+01,2.020899037531e+02,3.869864105823e+01,1.952386056627e+02,3.870660063378e+01,1.952237340093e+02,9.817597856801e-01,-2.856540610677,9.816921598759e-01,-2.856567695297
91,19479,3566711425.781250,2.732977313066e+02,3.904253304380e+01,2.791593783429e+02,5.067525196577e+01,2.730904213381e+02,3.939396320033e+01,2.730744097532e+02,3.937685382905e+01,9.818516626197e-01,-2.867138329442,9.817832721024e-01,-2.867164732175
92,19480,3566894531.250000,2.732977313066e+02,-1.952126652190e+02,2.880448065159e+02,-1.898966140990e+02,2.732452564368e+02,-1.947568812720e+02,2.732167220587e+02,-1.947581471460e+02,9.819435292582e-01,-2.877736116604,9.818743768094e-01,-2.877761844119
93,19481,3567077636.718750,-2.732977313066e+02,3.904253304380e+01,-2.819573780869e+02,2.975733711831e+01,-2.730159588987e+02,3.891821204916e+01,-2.729954265348e+02,3.892970819946e+01,9.820353822712e-01,-2.888333967569,9.819654706695e-01,-2.888359026611
94,19482,3567260742.187500,-2.732977313066e+02,2.732977313066e+02,-2.904934312595e+02,2.705048868137e+02,-2.727872632805e+02,2.732786022479e+02,-2.727545803406e+02,2.732738062271e+02,9.821272183354e-01,-2.898931877818,9.820565503557e-01,-2.898956275208
95,19483,3567443847.656250,-1.171275991314e+02,-1.171275991314e+02,-1.160730083249e+02,-1.243673066356e+02,-1.172721797768e+02,-1.167803432139e+02,-1.172699434845e+02,-1.167663233658e+02,9.822190341282e-01,-2.909529842906,9.821476125408e-01,-2.909553585541
96,19484,3567626953.125000,-1.952126652190e+02,3.904253304380e+01,-2.017140693020e+02,3.339036157629e+01,-1.949348672896e+02,3.965705392460e+01,-1.949192238017e+02,3.966399305802e+01,9.823108263286e-01,-2.920127858462,9.822386538986e-01,-2.920150953312
97,19485,3567810058.593750,1.952126652190e+02,2.732977313066e+02,1.913454928010e+02,2.869998766938e+02,1.963137359382e+02,2.722379526339e+02,1.963132284272e+02,2.722089961363e+02,9.824025916179e-01,-2.930725920192,9.823296711043e-01,-2.930748374300
98,19486,3567993164.062500,-3.904253304380e+01,3.904253304380e+01,-4.132556543912e+01,3.883305409874e+01,-3.879788381069e+01,3.924323112243e+01,-3.879319751227e+01,3.924230702849e+01,9.824943266803e-01,-2.941324023878,9.824206608355e-01,-2.941345844357
99,19487,3568176269.531250,1.171275991314e+02,1.952126652190e+02,1.138942731422e+02,2.042166531949e+02,1.180931413285e+02,1.945278758946e+02,1.180939344297e+02,1.945081303904e+02,9.825860282037e-01,-2.951922165378,9.825116197721e-01,-2.951943359412
100,19488,3568359375.000000,-1.171275991314e+02,-2.732977313066e+02,-1.111757623225e+02,-2.844727608270e+02,-1.183575336472e+02,-2.726964116236e+02,-1.183618073490e+02,-2.726708650769e+02,9.826776928798e-01,-2.962520340627,9.826025445978e-01,-2.962540915469
101,19489,3568542480.468750,3.904253304380e+01,-3.904253304380e+01,4.140813929997e+01,-3.876267455404e+01,3.888345077010e+01,-3.919678212750e+01,3.887874455816e+01,-3.919570743309e+01,9.827693174050e-01,-2.973118545639,9.826934320000e-01,-2.973138508608
102,19490,3568725585.937500,-1.171275991314e+02,2.732977313066e+02,-1.297060881632e+02,2.765644740883e+02,-1.162034515445e+02,2.737278318977e+02,-1.161821328331e+02,2.737127851452e+02,9.828608984811e-01,-2.983716776502,9.827842786707e-01,-2.983736134985
103,19491,3568908691.406250,-1.952126652190e+02,-1.171275991314e+02,-1.963203877769e+02,-1.271457613145e+02,-1.955984265146e+02,-1.166049981503e+02,-1.955890140523e+02,-1.165872881948e+02,9.829524328158e-01,-2.994315029385,9.828750813070e-01,-2.994333790832
104,19492,3569091796.875000,3.904253304380e+01,3.904253304380e+01,3.870497079270e+01,4.148016156424e+01,3.916227858856e+01,3.895833462909e+01,3.916105541346e+01,3.895360664121e+01,9.830439171229e-01,-3.004913300534,9.829658366118e-01,-3.004931472460
105,19493,3569274902.343750,-1.171275991314e+02,-3.904253304380e+01,-1.189054079290e+02,-4.425322551977e+01,-1.173113014831e+02,-3.874724140255e+01,-1.173040169265e+02,-3.873904594588e+01,9.831353481234e-01,-3.015511586275,9.830565412942e-01,-3.015529176256
106,19494,3569458007.812500,1.952126652190e+02,-2.732977313066e+02,2.101894227023e+02,-2.737929757690e+02,1.945959810617e+02,-2.740911726156e+02,1.945688526957e+02,-2.740784748352e+02,9.832267225454e-01,-3.026109883010,9.831471920699e-01,-3.026126898684
107,19495,3569641113.281250,-3.904253304380e+01,1.171275991314e+02,-4.424896702411e+01,1.189360179413e+02,-3.873291512505e+01,1.173681085768e+02,-3.872479212104e+01,1.173606053734e+02,9.833180371260e-01,-3.036708187222,9.832377856628e-01,-3.036724636285
108,19496,3569824218.750000,2.732977313066e+02,-1.952126652190e+02,2.876651548361e+02,-1.908979744317e+02,2.730310329843e+02,-1.963111289832e+02,2.730010609701e+02,-1.963073240554e+02,9.834092886100e-01,-3.047306495471,9.833283188038e-01,-3.047322385679
109,19497,3570007324.218750,1.171275991314e+02,-2.732977313066e+02,1.299725387642e+02,-2.766657079820e+02,1.164018429892e+02,-2.740706235601e+02,1.163809713306e+02,-2.740537076837e+02,9.835004737516e-01,-3.057904804400,9.834187882328e-01,-3.057920143565
110,19498,3570190429.687500,1.171275991314e+02,3.904253304380e+01,1.189180792213e+02,4.416046974055e+01,1.173881079091e+02,3.863377639804e+01,1.173802832195e+02,3.862576532420e+01,9.835915893146e-01,-3.068503110727,9.835091906986e-01,-3.068517906716
111,19499,3570373535.156250,-3.904253304380e+01,-1.171275991314e+02,-3.605960123829e+01,-1.215452175758e+02,-3.957062885979e+01,-1.170142158229e+02,-3.957224704558e+01,-1.170030906581e+02,9.836826320734e-01,-3.079101411251,9.835995229599e-01,-3.079115671986
112,19500,3570556640.625000,-1.952126652190e+02,-1.952126652190e+02,-1.936529979611e+02,-2.068227060393e+02,-1.961683135243e+02,-1.942599543552e+02,-1.961601765355e+02,-1.942360634355e+02,9.837735988126e-01,-3.089699702852,9.836897817852e-01,-3.089713436308
113,19501,3570739746.093750,-2.732977313066e+02,-1.952126652190e+02,-2.736926340110e+02,-2.092092777184e+02,-2.742295729075e+02,-1.936383470558e+02,-2.742147306262e+02,-1.936113267539e+02,9.838644863282e-01,-3.100297982487,9.837799639535e-01,-3.100311196689
114,19502,3570922851.562500,3.904253304380e+01,-1.952126652190e+02,4.639209539436e+01,-1.987404647671e+02,3.784120944722e+01,-1.952617583962e+02,3.783029726237e+01,-1.952470073105e+02,9.839552914284e-01,-3.110896247194,9.838700662555e-01,-3.110908950219
115,19503,3571105957.031250,-3.904253304380e+01,-1.171275991314e+02,-3.606237476158e+01,-1.213174422930e+02,-3.961196112449e+01,-1.168245187999e+02,-3.961322262169e+01,-1.168131557533e+02,9.840460109326e-01,-3.121494494091,9.839600854930e-01,-3.121506694063
116,19504,3571289062.500000,3.904253304380e+01,-2.732977313066e+02,4.973258243058e+01,-2.787069717431e+02,3.811065636590e+01,-2.733182427781e+02,3.809682949252e+01,-2.732965835634e+02,9.841366416738e-01,-3.132092720373,9.840500184802e-01,-3.132104425464
117,19505,3571472167.968750,-3.904253304380e+01,-1.952126652190e+02,-3.270633045113e+01,-2.015920779731e+02,-3.934757253408e+01,-1.951637307353e+02,-3.935169169170e+01,-1.951455655950e+02,9.842271804978e-01,3.140494383862,9.841398620441e-01,3.140483165435
118,19506,3571655273.437500,-1.171275991314e+02,1.171275991314e+02,-1.247306070231e+02,1.154944902273e+02,-1.172179990686e+02,1.171588888772e+02,-1.172034781136e+02,1.171532445420e+02,9.843176242642e-01,3.129896206902,9.842296130245e-01,3.129885466876
119,19507,3571838378.906250,1.171275991314e+02,3.904253304380e+01,1.185328480658e+02,4.489392486241e+01,1.171616260469e+02,3.932158403496e+01,1.171529339114e+02,3.931379174012e+01,9.844079698466e-01,3.119298058490,9.843192682751e-01,3.119287788560
120,19508,3572021484.375000,1.171275991314e+02,1.171275991314e+02,1.151400955889e+02,1.252034514033e+02,1.168689368290e+02,1.176972739690e+02,1.168630679332e+02,1.176826651320e+02,9.844982141336e-01,3.108699941114,9.844088246639e-01,3.108690132934
121,19509,3572204589.843750,1.171275991314e+02,-2.732977313066e+02,1.315939945755e+02,-2.753482892178e+02,1.179319843759e+02,-2.732473800056e+02,1.179116150828e+02,-2.732276079006e+02,9.845883540284e-01,3.098101857182,9.844982790731e-01,3.098092502364
122,19510,3572387695.312500,1.952126652190e+02,-1.171275991314e+02,2.049040126639e+02,-1.120449187016e+02,1.954925968003e+02,-1.168783915968e+02,1.954710187448e+02,-1.168750665640e+02,9.846783864498e-01,3.087503809023,9.845876284000e-01,3.087494899141
123,19511,3572570800.781250,-1.171275991314e+02,-1.952126652190e+02,-1.121741297667e+02,-2.046969369029e+02,-1.170207179844e+02,-1.952956987847e+02,-1.170172111415e+02,-1.952740489570e+02,9.847683083326e-01,3.076905798887,9.846768695575e-01,3.076897325480
124,19512,3572753906.250000,-3.904253304380e+01,-1.952126652190e+02,-3.234081244932e+01,-2.014336720651e+02,-3.910499818129e+01,-1.951291248530e+02,-3.910835080331e+01,-1.951101520699e+02,9.848581166281e-01,3.066307828949,9.847659994743e-01,3.066299783516
125,19513,3572937011.718750,2.732977313066e+02,-3.904253304380e+01,2.812248706592e+02,-2.952597408643e+01,2.730332071677e+02,-3.938661259437e+01,2.730070308772e+02,-3.939254915392e+01,9.849478083044e-01,3.055709901302,9.848550150960e-01,3.055702275310
126,19514,3573120117.187500,1.171275991314e+02,1.952126652190e+02,1.125354051363e+02,2.042244119141e+02,1.174274562899e+02,1.948505261408e+02,1.174234224128e+02,1.948286475993e+02,9.850373803467e-01,3.045112017964,9.849439133843e-01,3.045104802846
127,19515,3573303222.656250,3.904253304380e+01,2.732977313066e+02,2.976128899339e+01,2.812736684082e+02,3.966266824065e+01,2.731160757344e+02,3.966831565832e+01,2.730895450273e+02,9.851268297580e-01,3.034514180876,9.850326913188e-01,3.034507368034
128,19516,3573486328.125000,1.952126652190e+02,-1.171275991314e+02,2.042643030688e+02,-1.127169239605e+02,1.949017343625e+02,-1.176541039503e+02,1.948796713926e+02,-1.176497440371e+02,9.852161535594e-01,3.023916391899,9.851213458964e-01,3.023909972706
129,19517,3573669433.593750,2.732977313066e+02,-1.952126652190e+02,2.871464371441e+02,-1.899271352844e+02,2.728027082175e+02,-1.961200442640e+02,2.727706577627e+02,-1.961107902637e+02,9.853053487901e-01,3.013318652822,9.852098741321e-01,3.013312618620
130,19518,3573852539.062500,-3.904253304380e+01,1.171275991314e+02,-4.427865674100e+01,1.185949421447e+02,-3.866963742902e+01,1.173459840520e+02,-3.866212724697e+01,1.173362047651e+02,9.853944125089e-01,3.002720965353,9.852982730597e-01,3.002715307458
131,19519,3574035644.531250,-3.904253304380e+01,3.904253304380e+01,-4.143379104769e+01,3.859535747188e+01,-3.894063165253e+01,3.922359345064e+01,-3.893565871523e+01,3.922114236094e+01,9.854833417930e-01,2.992123331129,9.853865397317e-01,2.992118040831
132,19520,3574218750.000000,1.952126652190e+02,3.904253304380e+01,1.986158885592e+02,4.722231371815e+01,1.955397220855e+02,3.847510509726e+01,1.955222848794e+02,3.846512098874e+01,9.855721337398e-01,2.981525751708,9.854746712199e-01,2.981520820273
133,19521,3574401855.468750,1.952126652190e+02,2.732977313066e+02,1.897876797988e+02,2.873856892669e+02,1.961388079990e+02,2.730859869852e+02,1.961286624377e+02,2.730534584036e+02,9.856607854666e-01,2.970928228575,9.855626646160e-01,2.970923647246
134,19522,3574584960.937500,-1.171275991314e+02,2.732977313066e+02,-1.304327658646e+02,2.755754643878e+02,-1.166847339381e+02,2.738521620287e+02,-1.166647795331e+02,2.738293301863e+02,9.857492941111e-01,2.960330763140,9.856505170314e-01,2.960326523138
135,19523,3574768066.406250,-3.904253304380e+01,3.904253304380e+01,-4.151352061504e+01,3.849172440810e+01,-3.902564950616e+01,3.915031846212e+01,-3.902061986169e+01,3.914772256333e+01,9.858376568317e-01,2.949733356739,9.857382255986e-01,2.949729449265
136,19524,3574951171.875000,-3.904253304380e+01,1.171275991314e+02,-4.460103486162e+01,1.184649942266e+02,-3.896179604197e+01,1.173107726494e+02,-3.895433791523e+01,1.173004660932e+02,9.859258708081e-01,2.939136010634,9.858257874706e-01,2.939132426871
137,19525,3575134277.343750,2.732977313066e+02,-2.732977313066e+02,2.905750828835e+02,-2.693155890616e+02,2.731767182666e+02,-2.740143878833e+02,2.731413227132e+02,-2.739956974254e+02,9.860139332413e-01,2.928538726017,9.859131998215e-01,2.928535457131
138,19526,3575317382.812500,1.952126652190e+02,2.732977313066e+02,1.894901434791e+02,2.873291035708e+02,1.960273845484e+02,2.730973650464e+02,1.960161901464e+02,2.730642498812e+02,9.861018413538e-01,2.917941504003,9.860004598469e-01,2.917938541145
139,19527,3575500488.281250,-2.732977313066e+02,2.732977313066e+02,-2.900406132455e+02,2.695971254043e+02,-2.726554496622e+02,2.743545796743e+02,-2.726198991590e+02,2.743353287008e+02,9.861895923907e-01,2.907344345640,9.860875647646e-01,2.907341679945
140,19528,3575683593.750000,-2.732977313066e+02,1.952126652190e+02,-2.869110467557e+02,1.898074079623e+02,-2.726988375561e+02,1.963929445706e+02,-2.726655079277e+02,1.963812973125e+02,9.862771836197e-01,2.896747251901,9.861745118147e-01,2.896744874493
141,19529,3575866699.218750,2.732977313066e+02,3.904253304380e+01,2.782897902977e+02,4.977009953813e+01,2.735964207247e+02,3.777914248460e+01,2.735698018239e+02,3.776722172588e+01,9.863646123307e-01,2.886150223691,9.862612982597e-01,2.886148125682
142,19530,3576049804.687500,-2.732977313066e+02,-1.952126652190e+02,-2.726596268675e+02,-2.094941742982e+02,-2.743398240202e+02,-1.939173954604e+02,-2.743175221651e+02,-1.938895698396e+02,9.864518758373e-01,2.875553261844,9.863479213851e-01,2.875551434338
143,19531,3576232910.156250,1.171275991314e+02,1.171275991314e+02,1.154888504390e+02,1.241450986338e+02,1.175963002894e+02,1.167095017378e+02,1.175876215172e+02,1.166941023370e+02,9.865389714764e-01,2.864956367125,9.864343784998e-01,2.864954801216
144,19532,3576416015.625000,-2.732977313066e+02,-3.904253304380e+01,-2.780241666968e+02,-5.037009160547e+01,-2.734406458693e+02,-3.832962096249e+01,-2.734135074569e+02,-3.831777730883e+01,9.866258966084e-01,2.854359540232,9.865206669363e-01,2.854358227006
145,19533,3576599121.093750,-2.732977313066e+02,-1.171275991314e+02,-2.748378384396e+02,-1.305470901462e+02,-2.734913777280e+02,-1.167338642356e+02,-2.734662948162e+02,-1.167139090984e+02,9.867126486177e-01,2.843762781791,9.866067840504e-01,2.843761712331
146,19534,3576782226.562500,2.732977313066e+02,1.171275991314e+02,2.746338090980e+02,1.308622149584e+02,2.733363675062e+02,1.170413347197e+02,2.733111110613e+02,1.170213379556e+02,9.867992249135e-01,2.833166092365,9.866927272230e-01,2.833165257750
147,19535,3576965332.031250,2.732977313066e+02,-2.732977313066e+02,2.908002807181e+02,-2.678810758914e+02,2.735080744865e+02,-2.730500955917e+02,2.734716112886e+02,-2.730290812160e+02,9.868856229294e-01,2.822569472449,9.867784938592e-01,2.822568863754
148,19536,3577148437.500000,2.732977313066e+02,1.952126652190e+02,2.710566495667e+02,2.109794590057e+02,2.730559161644e+02,1.954218446654e+02,2.730324899625e+02,1.953935270389e+02,9.869718401236e-01,2.811972922473,9.868640813887e-01,2.811972530771
149,19537,3577331542.968750,3.904253304380e+01,1.171275991314e+02,3.496950559607e+01,1.212953536439e+02,3.893755499266e+01,1.171106968298e+02,3.893666421824e+01,1.170971495437e+02,9.870578739799e-01,2.801376442799,9.869494872665e-01,2.801376259168
150,19538,3577514648.437500,2.732977313066e+02,1.952126652190e+02,2.709542938655e+02,2.108176906558e+02,2.730234597669e+02,1.952650293557e+02,2.729996175308e+02,1.952365874070e+02,9.871437220078e-01,2.790780033729,9.870347089732e-01,2.790780049244
151,19539,3577697753.906250,-1.171275991314e+02,2.732977313066e+02,-1.310069374046e+02,2.741636989779e+02,-1.171600406211e+02,2.730414315163e+02,-1.171399352278e+02,2.730152410159e+02,9.872293817414e-01,2.780183695498,9.871197440144e-01,2.780183901241
152,19540,3577880859.375000,-3.904253304380e+01,-1.952126652190e+02,-3.172407193090e+01,-2.008992918050e+02,-3.895209857899e+01,-1.950429629695e+02,-3.895319661246e+01,-1.950207757830e+02,9.873148507416e-01,2.769587428282,9.872045899221e-01,2.769587815337
153,19541,3578063964.843750,1.952126652190e+02,-1.952126652190e+02,2.074361854886e+02,-1.910770133314e+02,1.951244677184e+02,-1.949449127056e+02,1.950979288504e+02,-1.949289658043e+02,9.874001265960e-01,2.758991232192,9.872892442551e-01,2.758991791650
154,19542,3578247070.312500,2.732977313066e+02,2.732977313066e+02,2.673244774984e+02,2.907295940446e+02,2.727982356950e+02,2.734984346317e+02,2.727757233563e+02,2.734611195206e+02,9.874852069180e-01,2.748395107279,9.873737045978e-01,2.748395830241
155,19543,3578430175.781250,-1.952126652190e+02,-1.952126652190e+02,-1.908148433570e+02,-2.078917370070e+02,-1.947665600922e+02,-1.955875511958e+02,-1.947503486364e+02,-1.955607810452e+02,9.875700893473e-01,2.737799053536,9.874579685612e-01,2.737799931108
156,19544,3578613281.250000,1.952126652190e+02,-3.904253304380e+01,2.011449963411e+02,-3.116226281226e+01,1.953622055742e+02,-3.847854824722e+01,1.953395363358e+02,-3.847949926766e+01,9.876547715512e-01,2.727203070894,9.875420337840e-01,2.727204094194
157,19545,3578796386.718750,-3.904253304380e+01,1.952126652190e+02,-4.878754392528e+01,1.976697989999e+02,-3.979549116388e+01,1.951724249704e+02,-3.978587318638e+01,1.951517411437e+02,9.877392512244e-01,2.716607159225,9.876258979320e-01,2.716608319385
158,19546,3578979492.187500,3.904253304380e+01,1.952126652190e+02,3.082199240966e+01,2.013125998206e+02,3.818532419172e+01,1.955678962816e+02,3.818622076110e+01,1.955449813677e+02,9.878235260882e-01,2.706011318348,9.877095586978e-01,2.706012606510
159,19547,3579162597.656250,1.171275991314e+02,1.952126652190e+02,1.107754149634e+02,2.047600441090e+02,1.165078356673e+02,1.957481958537e+02,1.164998730663e+02,1.957230813691e+02,9.879075938922e-01,2.695415548020,9.877930138025e-01,2.695416955343
160,19548,3579345703.125000,-1.171275991314e+02,2.732977313066e+02,-1.317069421309e+02,2.739037748115e+02,-1.177805540942e+02,2.730968123237e+02,-1.177600479372e+02,2.730689833279e+02,9.879914524138e-01,2.684819847946,9.878762609949e-01,2.684821365605
161,19549,3579528808.593750,-2.732977313066e+02,1.952126652190e+02,-2.873736973990e+02,1.875075774438e+02,-2.734622755708e+02,1.949069200473e+02,-2.734260458689e+02,1.948918898390e+02,9.880750994577e-01,2.674224217774,9.879592980514e-01,2.674225836960
162,19550,3579711914.062500,1.171275991314e+02,-1.952126652190e+02,1.276695075748e+02,-1.942900314559e+02,1.170228531276e+02,-1.951409751707e+02,1.170043693184e+02,-1.951216969857e+02,9.881585328576e-01,2.663628657101,9.880421227774e-01,2.663630369025
163,19551,3579895019.531250,-2.732977313066e+02,1.952126652190e+02,-2.866612766340e+02,1.880183869990e+02,-2.727651008532e+02,1.954470112582e+02,-2.727286345032e+02,1.954316250763e+02,9.882417504752e-01,2.653033165467,9.881247330066e-01,2.653034961360
164,19552,3580078125.000000,-1.952126652190e+02,1.171275991314e+02,-2.037955259940e+02,1.116046529044e+02,-1.948151595857e+02,1.173942825035e+02,-1.947895816299e+02,1.173857647125e+02,9.883247502012e-01,2.642437742364,9.882071266014e-01,2.642439613479
165,19553,3580261230.468750,-1.952126652190e+02,3.904253304380e+01,-2.007624244356e+02,3.182462019768e+01,-1.950869418826e+02,3.925753583053e+01,-1.950632459034e+02,3.925802782623e+01,9.884075299547e-01,2.631842387231,9.882893014533e-01,2.631844324843
166,19554,3580444335.937500,-1.171275991314e+02,3.904253304380e+01,-1.211743581459e+02,3.494631965110e+01,-1.171188058218e+02,3.909974264253e+01,-1.171041089224e+02,3.909820403954e+01,9.884900876842e-01,2.621247099456,9.883712554832e-01,2.621249094867
167,19555,3580627441.406250,-2.732977313066e+02,-3.904253304380e+01,-2.773661030372e+02,-5.152081211739e+01,-2.734419369621e+02,-3.913547497349e+01,-2.734108327034e+02,-3.912381298250e+01,9.885724213671e-01,2.610651878381,9.884529866409e-01,2.610653922915
168,19556,3580810546.875000,2.732977313066e+02,-1.952126652190e+02,2.876229708668e+02,-1.874982077484e+02,2.737762690180e+02,-1.951492998757e+02,2.737389127623e+02,-1.951333304642e+02,9.886545290100e-01,2.600056723298,9.885344929057e-01,2.600058808309
169,19557,3580993652.343750,2.732977313066e+02,2.732977313066e+02,2.671290168217e+02,2.913457645941e+02,2.732511075275e+02,2.741829112440e+02,2.732257613456e+02,2.741433315195e+02,9.887364086490e-01,2.589461633452,9.886157722870e-01,2.589463750320
170,19558,3581176757.812500,1.171275991314e+02,-3.904253304380e+01,1.213730768509e+02,-3.469632321306e+01,1.173519743049e+02,-3.890719030984e+01,1.173369777764e+02,-3.890557763314e+01,9.888180583501e-01,2.578866608043,9.886968228238e-01,2.578868748179
171,19559,3581359863.281250,1.171275991314e+02,1.171275991314e+02,1.144360021135e+02,1.247911193761e+02,1.170926893589e+02,1.174430095522e+02,1.170816866593e+02,1.174259157203e+02,9.888994762091e-01,2.568271646224,9.887776425854e-01,2.568273801071
172,19560,3581542968.750000,1.171275991314e+02,1.952126652190e+02,1.109659742213e+02,2.044739798693e+02,1.169780446690e+02,1.955724289957e+02,1.169690032551e+02,1.955458582786e+02,9.889806603514e-01,2.557676747106,9.888582296709e-01,2.557678908139
173,19561,3581726074.218750,1.171275991314e+02,-3.904253304380e+01,1.212720890324e+02,-3.468822805381e+01,1.172746686085e+02,-3.892791718675e+01,1.172594708036e+02,-3.892623407916e+01,9.890616089327e-01,2.547081909757,9.889385822102e-01,2.547084068484
174,19562,3581909179.687500,1.171275991314e+02,1.952126652190e+02,1.109293120253e+02,2.043549607091e+02,1.169821370808e+02,1.954739983088e+02,1.169729628423e+02,1.954472026985e+02,9.891423201389e-01,2.536487133202,9.890186983634e-01,2.536489281165
175,19563,3582092285.156250,2.732977313066e+02,-1.952126652190e+02,2.873609397788e+02,-1.872521858606e+02,2.735971232262e+02,-1.951362211889e+02,2.735586385438e+02,-1.951194559672e+02,9.892227921862e-01,2.525892416425,9.890985763213e-01,2.525894545206
176,19564,3582275390.625000,1.952126652190e+02,3.904253304380e+01,1.974989632185e+02,4.821543194245e+01,1.953405939891e+02,3.905935375985e+01,1.953176202680e+02,3.904949349434e+01,9.893030233214e-01,2.515297758373,9.891782143056e-01,2.515299859587
177,19565,3582458496.093750,-1.952126652190e+02,-1.952126652190e+02,-1.909304983474e+02,-2.074198441916e+02,-1.955033774437e+02,-1.951950535177e+02,-1.954843264998e+02,-1.951658918302e+02,9.893830118216e-01,2.504703157950,9.892576105689e-01,2.504705223254
