freq_hz,after_h1_error_percent,after_float_plan_c_error_percent
3719604492.187500,2.086152370754e+00,7.578306503892e-01
3719787597.656250,2.089216831617e+00,7.075725536969e-01
3719970703.125000,2.092312930741e+00,7.208473733452e-01
3720153808.593750,1.992793967839e+00,7.564483423330e-01
3720336914.062500,1.877036622424e+00,7.559026713615e-01
3720520019.531250,1.765541846863e+00,8.125758789545e-01
3720703125.000000,1.659162930540e+00,7.943696934248e-01
3720886230.468750,1.558940822445e+00,8.384395829241e-01
3721069335.937500,1.517895814226e+00,9.061244894870e-01
3721252441.406250,1.565265867037e+00,8.245555335582e-01
3721435546.875000,1.613903164957e+00,9.124231940130e-01
3721618652.343750,1.663697575391e+00,7.186375235122e-01
3721801757.812500,1.714549260364e+00,7.197342642175e-01
3721984863.281250,1.766367854182e+00,7.815776918351e-01
3722167968.750000,1.735825064532e+00,7.660158562381e-01
3722351074.218750,1.699300903165e+00,7.200616048072e-01
3722534179.687500,1.664425208007e+00,7.496752669291e-01
3722717285.156250,1.631304006303e+00,8.432449293000e-01
3722900390.625000,1.600046557356e+00,8.163781286668e-01
3723083496.093750,1.614368913142e+00,7.918724039600e-01
3723266601.562500,1.681417324078e+00,9.135196708183e-01
3723449707.031250,1.748657174988e+00,9.367833213500e-01
3723632812.500000,1.816067541063e+00,1.032214856927e+00
3723815917.968750,1.883630442548e+00,1.010569526916e+00
3723999023.437500,1.951330351060e+00,1.114948784048e+00
3724182128.906250,1.917023263285e+00,1.223214384837e+00
3724365234.375000,1.884568018396e+00,1.194330882449e+00
3724548339.843750,1.854644311293e+00,1.117822143637e+00
3724731445.312500,1.827376433241e+00,9.697629902936e-01
3724914550.781250,1.802884813838e+00,1.128279377119e+00
3725097656.250000,1.785435557831e+00,1.071458975439e+00
3725280761.718750,1.772881170803e+00,1.077188989083e+00
3725463867.187500,1.761090100680e+00,1.103072918849e+00
3725646972.656250,1.750077394741e+00,1.116654238093e+00
3725830078.125000,1.739857449864e+00,1.072362833565e+00
3726013183.593750,1.727303271796e+00,1.170152652721e+00
3726196289.062500,1.677837210699e+00,1.024479846228e+00
3726379394.531250,1.634682955755e+00,1.040250516291e+00
3726562500.000000,1.598349375060e+00,1.026781673799e+00
3726745605.468750,1.569307778054e+00,9.877473382102e-01
3726928710.937500,1.547966080667e+00,1.005334117162e+00
3727111816.406250,1.556883904258e+00,9.944067968729e-01
3727294921.875000,1.583503506791e+00,1.052027074571e+00
3727478027.343750,1.612426276979e+00,1.097198138007e+00
3727661132.812500,1.643532176345e+00,1.058719397828e+00
3727844238.281250,1.676701224506e+00,1.185640879550e+00
3728027343.750000,1.703014753462e+00,1.233871390793e+00
3728210449.218750,1.680143061232e+00,1.225346438801e+00
3728393554.687500,1.657536579168e+00,1.226770368691e+00
3728576660.156250,1.635206100690e+00,1.268696839911e+00
3728759765.625000,1.613162878781e+00,1.180839547225e+00
3728942871.093750,1.591418638304e+00,1.218697828795e+00
3729125976.562500,1.574269382233e+00,1.188657148201e+00
3729309082.031250,1.576254550731e+00,1.080536319864e+00
3729492187.500000,1.598432117549e+00,1.073367767047e+00
3729675292.968750,1.639986782462e+00,1.128811470129e+00
3729858398.437500,1.699501257714e+00,1.044444230632e+00
3730041503.906250,1.749011320629e+00,9.969520533760e-01
3730224609.375000,1.716338757000e+00,1.018371197661e+00
3730407714.843750,1.685831203463e+00,1.031205609039e+00
3730590820.312500,1.657607670846e+00,1.078507524058e+00
3730773925.781250,1.631786135962e+00,1.096909671733e+00
3730957031.250000,1.608481732744e+00,1.273793408474e+00
3731140136.718750,1.655710678388e+00,1.191315594514e+00
3731323242.187500,1.726198647813e+00,1.192045935583e+00
3731506347.656250,1.798836729640e+00,1.286375512152e+00
3731689453.125000,1.873379804096e+00,1.323623769998e+00
3731872558.593750,1.949614144104e+00,1.330816309318e+00
3732055664.062500,2.001760513944e+00,1.335162228186e+00
3732238769.531250,1.997003962823e+00,1.318662693544e+00
3732421875.000000,1.994098293492e+00,1.285817722882e+00
3732604980.468750,1.993050344649e+00,1.322333490144e+00
3732788085.937500,1.993861789077e+00,1.241408974987e+00
3732971191.406250,1.996529104530e+00,1.167412433274e+00
3733154296.875000,1.917883712661e+00,1.326868360749e+00
3733337402.343750,1.846699867994e+00,1.489225634143e+00
3733520507.812500,1.803077512276e+00,1.616875417394e+00
3733703613.281250,1.789056373828e+00,1.794197319072e+00
3733886718.750000,1.805348400962e+00,2.092302642810e+00
3734069824.218750,1.828060899924e+00,2.170849017546e+00
3734252929.687500,1.851133223495e+00,2.021121226599e+00
3734436035.156250,1.914675500772e+00,1.842343854704e+00
3734619140.625000,2.014879490095e+00,1.705520888119e+00
3734802246.093750,2.146632904215e+00,1.595337416232e+00
3734985351.562500,2.304545261248e+00,1.515343473827e+00
3735168457.031250,2.290508262434e+00,1.482594357609e+00
3735351562.500000,2.260461430138e+00,1.516202302222e+00
3735534667.968750,2.230418469019e+00,1.563006299405e+00
3735717773.437500,2.200379430299e+00,1.533973403167e+00
3735900878.906250,2.170344368013e+00,1.579343773062e+00
3736083984.375000,2.192079492921e+00,1.519976227561e+00
3736267089.843750,2.279081487829e+00,1.464513860333e+00
3736450195.312500,2.371280578507e+00,1.425559618484e+00
3736633300.781250,2.468094686364e+00,1.316697380828e+00
3736816406.250000,2.569002367284e+00,1.382544596667e+00
3736999511.718750,2.673540384869e+00,1.341508772000e+00
3737182617.187500,2.662182347384e+00,1.371894977067e+00
3737365722.656250,2.650593164294e+00,1.340774860210e+00
3737548828.125000,2.639088428051e+00,1.409713256979e+00
3737731933.593750,2.627669261040e+00,1.515925636670e+00
3737915039.062500,2.616336796913e+00,1.484920035981e+00
3738098144.531250,2.615429506981e+00,1.523188518781e+00
3738281250.000000,2.623532976243e+00,1.539178819203e+00
3738464355.468750,2.631690076610e+00,1.621135003781e+00
3738647460.937500,2.639900303874e+00,1.575425107021e+00
3738830566.406250,2.648163156861e+00,1.572715219827e+00
3739013671.875000,2.661608424120e+00,1.550339608882e+00
3739196777.343750,2.739789463664e+00,1.586297417876e+00
3739379882.812500,2.819956389274e+00,1.497622531094e+00
3739562988.281250,2.901943986620e+00,1.499479472244e+00
3739746093.750000,2.985601643237e+00,1.428146877138e+00
3739929199.218750,3.070792258869e+00,1.448367641464e+00
3740112304.687500,3.067213350499e+00,1.430045565599e+00
3740295410.156250,3.008090204350e+00,1.561085924808e+00
3740478515.625000,2.950331644454e+00,1.571135953792e+00
3740661621.093750,2.894020687118e+00,1.695065627329e+00
3740844726.562500,2.839244800736e+00,1.779377178076e+00
3741027832.031250,2.823495058032e+00,1.793284780391e+00
3741210937.500000,3.020474400614e+00,1.770359278946e+00
3741394042.968750,3.222534211052e+00,1.668845500055e+00
3741577148.437500,3.428788834093e+00,1.626394513305e+00
3741760253.906250,3.638536590807e+00,1.560358041129e+00
3741943359.375000,3.851217685007e+00,1.559838478048e+00
3742126464.843750,3.851239866343e+00,1.604118717830e+00
3742309570.312500,3.755649960253e+00,1.599401263571e+00
3742492675.781250,3.660549937865e+00,1.633900705551e+00
3742675781.250000,3.565977819345e+00,1.756359055545e+00
3742858886.718750,3.471975534442e+00,1.769164368856e+00
3743041992.187500,3.429462514290e+00,1.818999639741e+00
3743225097.656250,3.559038895895e+00,1.869433003365e+00
3743408203.125000,3.689941300700e+00,1.719747254461e+00
3743591308.593750,3.822035580122e+00,1.708430738746e+00
3743774414.062500,3.955204332228e+00,1.707613687934e+00
3743957519.531250,4.089344524694e+00,1.626909665087e+00
3744140625.000000,4.078221502334e+00,1.654283305841e+00
3744323730.468750,4.023083064249e+00,1.674381691336e+00
3744506835.937500,3.967984359843e+00,1.733455125759e+00
3744689941.406250,3.912926713473e+00,1.774045972116e+00
3744873046.875000,3.857911523601e+00,1.782077141934e+00
3745056152.343750,3.820834809370e+00,1.824687851373e+00
3745239257.812500,3.824307171263e+00,1.756347410475e+00
3745422363.281250,3.827896113624e+00,1.974236115406e+00
3745605468.750000,3.831601318945e+00,1.922688445822e+00
3745788574.218750,3.835422460353e+00,1.991928070979e+00
3745971679.687500,3.839359201751e+00,2.062716408782e+00
3746154785.156250,3.883056885405e+00,2.107030484889e+00
3746337890.625000,3.934056219500e+00,2.119496653973e+00
3746520996.093750,3.985096585096e+00,2.188942922514e+00
3746704101.562500,4.036176780328e+00,2.210526217267e+00
3746887207.031250,4.087295662167e+00,2.256839905990e+00
3747070312.500000,4.182053675574e+00,2.214256497474e+00
3747253417.968750,4.351064209653e+00,2.031750924239e+00
3747436523.437500,4.525713490889e+00,1.858903228801e+00
3747619628.906250,4.705355656461e+00,1.849942245850e+00
3747802734.375000,4.889423010089e+00,1.660695266679e+00
3747985839.843750,5.077417503054e+00,1.561303905800e+00
3748168945.312500,5.022542647998e+00,1.594699103433e+00
3748352050.781250,4.947542401809e+00,1.638701582833e+00
3748535156.250000,4.872971041897e+00,1.748144949807e+00
3748718261.718750,4.798849240283e+00,1.800862708211e+00
3748901367.187500,4.725198840416e+00,1.932653373843e+00
3749084472.656250,4.708170567067e+00,1.927922431763e+00
3749267578.125000,4.756825909713e+00,1.944263442519e+00
3749450683.593750,4.805495895763e+00,1.995281217216e+00
3749633789.062500,4.854180341208e+00,2.025016585718e+00
3749816894.531250,4.902879069151e+00,2.016672996512e+00
3750000000.000000,4.951591909474e+00,2.069848927510e+00
3750183105.468750,5.093183952855e+00,2.105633132899e+00
3750366210.937500,5.235971096437e+00,1.925715011307e+00
3750549316.406250,5.379856136138e+00,1.858157269806e+00
3750732421.875000,5.524751287090e+00,1.803243519349e+00
3750915527.343750,5.670577152531e+00,1.749552030769e+00
3751098632.812500,5.720850234078e+00,1.757315617275e+00
3751281738.281250,5.688758348913e+00,1.765660426682e+00
3751464843.750000,5.656685990403e+00,1.670037239942e+00
3751647949.218750,5.624633422640e+00,1.771786140226e+00
3751831054.687500,5.592600915557e+00,1.781613828298e+00
3752014160.156250,5.557858430173e+00,1.755617090223e+00
3752197265.625000,5.490589571435e+00,1.757611462197e+00
3752380371.093750,5.423396124710e+00,1.924616277136e+00
3752563476.562500,5.356280812946e+00,1.981569006506e+00
3752746582.031250,5.289246493467e+00,2.139627375212e+00
3752929687.500000,5.222296166171e+00,2.147945074015e+00
3753112792.968750,5.200379405534e+00,2.153442875006e+00
3753295898.437500,5.206502037281e+00,2.158826382742e+00
3753479003.906250,5.212629386262e+00,2.174243688909e+00
3753662109.375000,5.218761435035e+00,2.231485061556e+00
3753845214.843750,5.224898166229e+00,2.247218326718e+00
3754028320.312500,5.223111856397e+00,2.269021596137e+00
3754211425.781250,5.178021297925e+00,2.366417577827e+00
3754394531.250000,5.132970950410e+00,2.429495946360e+00
3754577636.718750,5.087961845427e+00,2.548756125685e+00
3754760742.187500,5.042995050290e+00,2.555572854949e+00
3754943847.656250,4.998071669572e+00,2.659183742536e+00
3755126953.125000,5.141499133595e+00,2.574734060803e+00
3755310058.593750,5.369140756065e+00,2.436218541727e+00
3755493164.062500,5.597751058181e+00,2.253369917149e+00
3755676269.531250,5.827219514566e+00,2.144440647791e+00
3755859375.000000,6.057451896828e+00,2.011664185069e+00
3756042480.468750,6.234837508598e+00,2.004368646517e+00
3756225585.937500,6.235311530239e+00,2.033993382272e+00
3756408691.406250,6.235858617461e+00,2.064232801912e+00
3756591796.875000,6.236478755965e+00,2.159540793800e+00
3756774902.343750,6.237171928895e+00,2.133762459206e+00
3756958007.812500,6.237938116837e+00,2.193920932342e+00
3757141113.281250,6.326791976437e+00,2.184080015598e+00
3757324218.750000,6.442512883077e+00,2.134488117003e+00
3757507324.218750,6.558948520760e+00,1.986964197388e+00
3757690429.687500,6.676059033083e+00,1.952361814593e+00
3757873535.156250,6.793807098236e+00,1.869380480928e+00
3758056640.625000,6.886109635173e+00,1.788618329096e+00
3758239746.093750,6.920468960394e+00,1.809618321459e+00
3758422851.562500,6.954850024922e+00,1.843995567515e+00
3758605957.031250,6.989252577637e+00,1.880273773228e+00
3758789062.500000,7.023676372137e+00,1.938327738746e+00
3758972167.968750,7.058121166611e+00,1.948226945598e+00
3759155273.437500,7.085204088597e+00,1.917723527688e+00
3759338378.906250,7.110966734470e+00,1.985067109886e+00
3759521484.375000,7.136730953200e+00,1.982779104751e+00
3759704589.843750,7.162496742547e+00,2.000960077937e+00
3759887695.312500,7.188264100293e+00,2.016385117691e+00
3760070800.781250,7.192943340350e+00,1.924972646868e+00
3760253906.250000,7.164217599000e+00,2.051586325488e+00
3760437011.718750,7.135560557750e+00,2.158966031639e+00
3760620117.187500,7.106973117911e+00,2.264569781585e+00
3760803222.656250,7.078456193293e+00,2.272458966302e+00
3760986328.125000,7.050010710383e+00,2.300572578584e+00
3761169433.593750,7.161187749283e+00,2.262591745797e+00
3761352539.062500,7.284632583318e+00,2.114870334466e+00
3761535644.531250,7.409065791401e+00,2.037683779878e+00
3761718750.000000,7.534434097210e+00,1.933623133218e+00
3761901855.468750,7.660687350925e+00,1.832465668329e+00
3762084960.937500,7.753941956719e+00,1.824756879723e+00
3762268066.406250,7.808335698391e+00,1.782113145553e+00
3762451171.875000,7.862739925602e+00,1.810131565898e+00
3762634277.343750,7.917154580356e+00,1.787199515720e+00
3762817382.812500,7.971579606107e+00,1.910168620409e+00
3763000488.281250,8.026008333036e+00,1.835947685283e+00
3763183593.750000,8.077971257186e+00,1.834552827420e+00
3763366699.218750,8.129940083389e+00,1.837882492660e+00
3763549804.687500,8.181914807072e+00,1.829401297492e+00
3763732910.156250,8.233895423687e+00,1.665326126925e+00
3763916015.625000,8.285881928709e+00,1.855927087184e+00
3764099121.093750,8.255633805195e+00,1.859777120322e+00
3764282226.562500,8.155879685150e+00,1.906289452619e+00
3764465332.031250,8.056357485515e+00,1.967036562807e+00
3764648437.500000,7.957074325757e+00,1.946304857173e+00
3764831542.968750,7.858037662977e+00,1.963579210954e+00
3765014648.437500,7.768810388221e+00,2.078080740145e+00
3765197753.906250,7.789836242165e+00,2.125675447630e+00
3765380859.375000,7.811323155131e+00,2.267655355539e+00
3765563964.843750,7.833267337696e+00,2.291247020954e+00
3765747070.312500,7.855664962480e+00,2.316825999178e+00
3765930175.781250,7.878512166895e+00,2.447532779888e+00
3766113281.250000,8.026726461313e+00,2.348409930219e+00
3766296386.718750,8.252473874278e+00,2.228510288670e+00
3766479492.187500,8.478735573480e+00,2.061680910842e+00
3766662597.656250,8.705468756429e+00,1.964024113337e+00
3766845703.125000,8.932634853429e+00,1.794176068577e+00
3767028808.593750,9.112603498511e+00,1.728967494442e+00
3767211914.062500,9.037864323411e+00,1.843728821970e+00
3767395019.531250,8.963215539431e+00,1.882669473425e+00
3767578125.000000,8.888659738431e+00,1.950190214828e+00
3767761230.468750,8.814199596645e+00,2.040724928728e+00
3767944335.937500,8.739837877982e+00,2.149966060950e+00
3768127441.406250,8.737033084295e+00,2.144597804799e+00
3768310546.875000,8.765455730395e+00,2.207254091955e+00
3768493652.343750,8.793879953826e+00,2.195638797647e+00
3768676757.812500,8.822305750250e+00,2.113588617962e+00
3768859863.281250,8.850733115377e+00,2.193218910381e+00
3769042968.750000,8.891948830687e+00,2.214761598058e+00
3769226074.218750,8.974958200833e+00,2.183558717171e+00
3769409179.687500,9.058111090032e+00,2.131415212999e+00
3769592285.156250,9.141403059754e+00,2.085811393794e+00
3769775390.625000,9.224829824690e+00,2.057513120148e+00
3769958496.093750,9.308387246519e+00,1.956743817863e+00
3770141601.562500,9.418050049697e+00,1.977485058438e+00
3770324707.031250,9.535374333107e+00,1.894048749285e+00
3770507812.500000,9.652734635255e+00,1.862142998257e+00
3770690917.968750,9.770129885122e+00,1.805294810140e+00
3770874023.437500,9.887559060215e+00,1.830388460768e+00
3771057128.906250,1.001022262896e+01,1.760175650528e+00
3771240234.375000,1.014449092685e+01,1.706811371454e+00
3771423339.843750,1.027894113264e+01,1.627246886832e+00
3771606445.312500,1.041356491720e+01,1.527977621658e+00
3771789550.781250,1.054835436416e+01,1.519400943629e+00
3771972656.250000,1.068330194521e+01,1.449705071946e+00
3772155761.718750,1.066059157956e+01,1.345141597710e+00
3772338867.187500,1.061019219687e+01,1.477145820046e+00
3772521972.656250,1.055979611038e+01,1.514836174035e+00
3772705078.125000,1.050940332841e+01,1.554051143441e+00
3772888183.593750,1.045901385938e+01,1.607330650137e+00
3773071289.062500,1.039734656823e+01,1.669227734960e+00
3773254394.531250,1.031803648450e+01,1.724210510914e+00
3773437500.000000,1.023880085223e+01,1.839869129785e+00
3773620605.468750,1.015964176720e+01,1.887732801909e+00
3773803710.937500,1.008056138882e+01,1.958731943666e+00
3773986816.406250,1.000156194256e+01,2.080979175599e+00
3774169921.875000,1.011327986139e+01,2.049913350009e+00
3774353027.343750,1.024003204839e+01,1.909785927307e+00
3774536132.812500,1.036702327509e+01,1.811132318200e+00
3774719238.281250,1.049424316792e+01,1.660820850221e+00
3774902343.750000,1.062168183216e+01,1.637541442581e+00
3775085449.218750,1.068008026267e+01,1.625123901047e+00
3775268554.687500,1.065939194030e+01,1.640233996252e+00
3775451660.156250,1.063870502902e+01,1.668071388849e+00
3775634765.625000,1.061801953167e+01,1.724454157673e+00
3775817871.093750,1.059733545111e+01,1.786338994493e+00
3776000976.562500,1.057726325618e+01,1.777120448017e+00
3776184082.031250,1.067108296953e+01,1.771816667814e+00
3776367187.500000,1.076497998541e+01,1.763451576020e+00
3776550292.968750,1.085895301828e+01,1.754419413563e+00
3776733398.437500,1.095300082454e+01,1.774666737728e+00
3776916503.906250,1.104712220079e+01,1.728792676984e+00
3777099609.375000,1.106106765476e+01,1.787491362238e+00
3777282714.843750,1.100781784418e+01,1.792293163159e+00
3777465820.312500,1.095464043868e+01,1.847309099280e+00
3777648925.781250,1.090153631158e+01,1.855276259779e+00
3777832031.250000,1.084850635183e+01,1.939507765506e+00
3778015136.718750,1.080381611734e+01,1.969268207577e+00
3778198242.187500,1.085087312969e+01,2.000349472451e+00
3778381347.656250,1.089793299976e+01,1.986274125315e+00
3778564453.125000,1.094499570440e+01,1.973866768745e+00
3778747558.593750,1.099206122083e+01,1.959962510926e+00
3778930664.062500,1.103912952659e+01,1.985192117317e+00
3779113769.531250,1.119517259772e+01,1.853223766480e+00
3779296875.000000,1.141768990035e+01,1.679039297415e+00
3779479980.468750,1.164027964853e+01,1.613867464428e+00
3779663085.937500,1.186293805717e+01,1.461514949588e+00
3779846191.406250,1.208566159825e+01,1.287498784809e+00
3780029296.875000,1.225652777851e+01,1.287017701257e+00
3780212402.343750,1.215499432923e+01,1.275568006226e+00
3780395507.812500,1.205372511196e+01,1.382698455969e+00
3780578613.281250,1.195272564755e+01,1.450654941870e+00
3780761718.750000,1.185200162619e+01,1.392834625296e+00
3780944824.218750,1.175155891336e+01,1.478559585723e+00
3781127929.687500,1.175969064223e+01,1.497904888764e+00
3781311035.156250,1.181458919926e+01,1.650480260831e+00
3781494140.625000,1.186951013827e+01,1.474313207968e+00
3781677246.093750,1.192445326733e+01,1.501759717882e+00
3781860351.562500,1.197941839784e+01,1.475978933566e+00
3782043457.031250,1.204773619921e+01,1.526126201783e+00
3782226562.500000,1.215900602122e+01,1.671389099492e+00
3782409667.968750,1.227044345186e+01,1.449824286556e+00
3782592773.437500,1.238204517787e+01,1.447226389452e+00
3782775878.906250,1.249380799674e+01,1.391620959238e+00
3782958984.375000,1.260572881224e+01,1.392987428290e+00
3783142089.843750,1.269157631948e+01,1.396159687272e+00
3783325195.312500,1.277005898167e+01,1.358771060631e+00
3783508300.781250,1.284875006185e+01,1.224591440752e+00
3783691406.250000,1.292764489794e+01,1.200548813797e+00
3783874511.718750,1.300673893090e+01,1.121534876625e+00
3784057617.187500,1.306371845278e+01,1.032549688186e+00
3784240722.656250,1.307218124463e+01,1.118467505760e+00
3784423828.125000,1.308065341322e+01,1.063146518801e+00
3784606933.593750,1.308913493757e+01,1.060794012973e+00
3784790039.062500,1.309762579674e+01,1.092641879164e+00
3784973144.531250,1.310612596981e+01,1.129075313394e+00
3785156250.000000,1.312888813525e+01,1.078006612123e+00
3785339355.468750,1.315410230306e+01,1.101865720540e+00
3785522460.937500,1.317931823578e+01,1.126121995365e+00
3785705566.406250,1.320453592970e+01,1.188463712900e+00
3785888671.875000,1.322975538115e+01,1.082779335094e+00
3786071777.343750,1.324374434525e+01,1.186801050509e+00
3786254882.812500,1.324031414925e+01,1.175839312795e+00
3786437988.281250,1.323688645860e+01,1.220742514534e+00
3786621093.750000,1.323346127517e+01,1.230107998972e+00
3786804199.218750,1.323003860085e+01,1.530182761132e+00
3786987304.687500,1.322661843752e+01,1.270946296851e+00
3787170410.156250,1.322649999189e+01,1.298238799133e+00
3787353515.625000,1.322670097788e+01,1.374045152012e+00
3787536621.093750,1.322697815775e+01,1.344093616637e+00
3787719726.562500,1.322733152388e+01,1.420150180039e+00
3787902832.031250,1.322776106734e+01,1.382305989517e+00
3788085937.500000,1.325756950580e+01,1.388609131177e+00
3788269042.968750,1.332064606436e+01,1.429279029513e+00
3788452148.437500,1.338387872887e+01,1.343739557564e+00
3788635253.906250,1.344726560037e+01,1.440790302873e+00
3788818359.375000,1.351080481013e+01,1.347277133505e+00
3789001464.843750,1.357533382628e+01,1.385917697400e+00
3789184570.312500,1.374402034239e+01,1.269258031857e+00
3789367675.781250,1.391272501731e+01,1.232641119669e+00
3789550781.250000,1.408144724014e+01,1.073672617195e+00
3789733886.718750,1.425018642312e+01,9.355080607808e-01
3789916992.187500,1.441894200034e+01,8.561678659191e-01
3790100097.656250,1.445448465217e+01,9.087688754685e-01
3790283203.125000,1.437963335011e+01,9.180684511393e-01
3790466308.593750,1.430489299300e+01,9.415078985087e-01
3790649414.062500,1.423026495471e+01,1.004639964153e+00
3790832519.531250,1.415575063525e+01,1.077287032933e+00
3791015625.000000,1.409727467051e+01,1.161917681100e+00
3791198730.468750,1.420956228420e+01,1.102398173256e+00
3791381835.937500,1.432191126270e+01,1.067293124137e+00
3791564941.406250,1.443432083588e+01,9.987652685536e-01
3791748046.875000,1.454679025559e+01,9.505538465976e-01
3791931152.343750,1.465931879488e+01,9.244932476347e-01
3792114257.812500,1.467451040969e+01,9.064308566005e-01
3792297363.281250,1.463106425100e+01,9.847474291530e-01
3792480468.750000,1.458766548403e+01,1.078610624891e+00
3792663574.218750,1.454431445444e+01,1.270195889845e+00
3792846679.687500,1.450101151148e+01,1.154818102239e+00
3793029785.156250,1.446102768945e+01,1.192628565775e+00
3793212890.625000,1.443792122670e+01,1.314953362598e+00
3793395996.093750,1.441485103901e+01,1.285888468434e+00
3793579101.562500,1.439181728406e+01,1.349579119523e+00
3793762207.031250,1.436882012027e+01,1.416474717578e+00
3793945312.500000,1.434585970681e+01,1.429410253236e+00
3794128417.968750,1.437934549862e+01,1.477952620102e+00
3794311523.437500,1.443686174990e+01,1.384526640289e+00
3794494628.906250,1.449438120169e+01,1.394680781599e+00
3794677734.375000,1.455190384712e+01,1.474335803237e+00
3794860839.843750,1.460942967934e+01,1.379902396380e+00
3795043945.312500,1.466202075698e+01,1.331985844771e+00
3795227050.781250,1.469903333126e+01,1.369777538501e+00
3795410156.250000,1.473613734881e+01,1.310968966959e+00
3795593261.718750,1.477333197760e+01,1.283852839371e+00
3795776367.187500,1.481061639227e+01,1.285527618594e+00
3795959472.656250,1.484798977411e+01,1.273851246272e+00
3796142578.125000,1.495672214185e+01,1.200449364190e+00
3796325683.593750,1.508572770589e+01,1.184301998873e+00
3796508789.062500,1.521473881650e+01,1.032068230162e+00
3796691894.531250,1.534375540787e+01,8.658038526826e-01
3796875000.000000,1.547277741456e+01,8.162274265965e-01
3797058105.468750,1.558669867859e+01,7.918721557217e-01
3797241210.937500,1.566812797230e+01,7.320123954313e-01
3797424316.406250,1.574956234885e+01,6.969938011213e-01
3797607421.875000,1.583100179043e+01,6.262971313790e-01
3797790527.343750,1.591244627932e+01,5.977944205952e-01
3797973632.812500,1.599389579787e+01,5.688284964087e-01
3798156738.281250,1.598049722449e+01,6.386258312432e-01
3798339843.750000,1.595117255069e+01,6.401627825820e-01
3798522949.218750,1.592188049680e+01,7.229954383632e-01
3798706054.687500,1.589262121668e+01,6.801910999986e-01
3798889160.156250,1.586339486511e+01,8.906678741598e-01
3799072265.625000,1.587567195494e+01,9.067490909029e-01
3799255371.093750,1.595160661422e+01,8.439740161928e-01
3799438476.562500,1.602759956172e+01,7.732645866625e-01
3799621582.031250,1.610365022562e+01,7.718660823267e-01
3799804687.500000,1.617975804405e+01,7.870595595979e-01
3799987792.968750,1.625592246483e+01,7.550904888119e-01
3800170898.437500,1.622302332193e+01,8.125708476880e-01
3800354003.906250,1.618234228319e+01,8.759632805742e-01
3800537109.375000,1.614167215673e+01,8.991316610289e-01
3800720214.843750,1.610101299365e+01,9.454029294370e-01
3800903320.312500,1.606036484551e+01,9.918739261929e-01
3801086425.781250,1.612032349695e+01,1.024853503401e+00
3801269531.250000,1.629283462665e+01,8.658252438674e-01
3801452636.718750,1.646536925511e+01,7.860036485520e-01
3801635742.187500,1.663792509675e+01,6.286502446553e-01
3801818847.656250,1.681049995447e+01,5.639428184170e-01
3802001953.125000,1.698102099299e+01,4.015478850176e-01
3802185058.593750,1.695949097472e+01,5.006472532389e-01
3802368164.062500,1.693796242782e+01,5.294123633304e-01
3802551269.531250,1.691643536365e+01,5.806652888920e-01
3802734375.000000,1.689490979361e+01,5.955439544203e-01
3802917480.468750,1.687338572919e+01,6.475473970028e-01
3803100585.937500,1.684205653121e+01,8.212821319646e-01
3803283691.406250,1.680270807346e+01,8.582623651514e-01
3803466796.875000,1.676339289549e+01,9.710714606990e-01
3803649902.343750,1.672411118341e+01,9.879307340808e-01
3803833007.812500,1.668486312489e+01,1.112276761507e+00
3804016113.281250,1.665561475550e+01,1.151302156211e+00
3804199218.750000,1.672966409102e+01,1.162824021407e+00
3804382324.218750,1.680371306000e+01,1.028647039468e+00
3804565429.687500,1.687776163855e+01,1.031212857357e+00
3804748535.156250,1.695180980302e+01,9.727617105980e-01
3804931640.625000,1.702585752998e+01,9.321512864110e-01
3805114746.093750,1.715625590603e+01,8.611713436748e-01
3805297851.562500,1.732023498149e+01,7.475920795346e-01
3805480957.031250,1.748422613776e+01,6.378257608780e-01
3805664062.500000,1.764822925200e+01,5.886562592438e-01
3805847167.968750,1.781224420180e+01,5.202364393789e-01
3806030273.437500,1.794333125834e+01,4.707762024793e-01
3806213378.906250,1.790814602222e+01,5.231837933309e-01
3806396484.375000,1.787298616135e+01,5.228946357893e-01
3806579589.843750,1.783785179366e+01,6.358463085195e-01
3806762695.312500,1.780274303787e+01,6.978247249089e-01
3806945800.781250,1.776766001356e+01,7.315011527353e-01
3807128906.250000,1.777434061058e+01,8.149286479484e-01
3807312011.718750,1.779860457156e+01,8.318249820917e-01
3807495117.187500,1.782290439373e+01,8.108831009541e-01
3807678222.656250,1.784723989351e+01,8.636393776248e-01
3807861328.125000,1.787161088809e+01,9.239825644608e-01
3808044433.593750,1.790418614178e+01,8.721186243038e-01
3808227539.062500,1.796227329110e+01,8.829171151746e-01
3808410644.531250,1.802036728978e+01,8.534794377553e-01
3808593750.000000,1.807846810720e+01,8.885782490862e-01
3808776855.468750,1.813657571308e+01,8.788925419075e-01
3808959960.937500,1.819469007743e+01,8.580901040086e-01
3809143066.406250,1.815651924138e+01,8.709401665986e-01
3809326171.875000,1.809141076625e+01,9.304632508064e-01
3809509277.343750,1.802631403295e+01,9.874153029494e-01
3809692382.812500,1.796122933228e+01,1.028056613381e+00
3809875488.281250,1.789615695918e+01,1.134663992708e+00
3810058593.750000,1.785938633693e+01,1.183382494380e+00
3810241699.218750,1.788278396897e+01,1.178454855103e+00
3810424804.687500,1.790625635308e+01,1.140852196953e+00
3810607910.156250,1.792980314024e+01,1.258088387141e+00
