subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_plan_c_equalized_i,after_float_plan_c_equalized_q
923,20311,3719055175.781250,2.732977313066e+02,1.952126652190e+02,2.737180043617e+02,2.021762397488e+02,2.756101692220e+02,1.958719799769e+02
924,20312,3719238281.250000,-3.904253304380e+01,1.171275991314e+02,-4.144360391408e+01,1.180388774461e+02,-3.905290440417e+01,1.180738217641e+02
925,20313,3719421386.718750,3.904253304380e+01,-1.952126652190e+02,4.269958175478e+01,-1.971681671280e+02,3.909298241825e+01,-1.966959049270e+02
926,20314,3719604492.187500,-1.952126652190e+02,2.732977313066e+02,-2.022009324053e+02,2.738025881602e+02,-1.962692147991e+02,2.756133021398e+02
927,20315,3719787597.656250,1.171275991314e+02,-3.904253304380e+01,1.193228928922e+02,-3.768825254408e+01,1.179181236441e+02,-3.941433284301e+01
928,20316,3719970703.125000,-1.171275991314e+02,1.171275991314e+02,-1.205808081974e+02,1.168326891443e+02,-1.178933441538e+02,1.180437636577e+02
929,20317,3720153808.593750,3.904253304380e+01,1.952126652190e+02,3.667886263797e+01,1.983988781697e+02,3.966126081523e+01,1.965856154157e+02
930,20318,3720336914.062500,3.904253304380e+01,3.904253304380e+01,3.903756085082e+01,4.007891712208e+01,3.943446036902e+01,3.918602099299e+01
931,20319,3720520019.531250,-2.732977313066e+02,-1.171275991314e+02,-2.754714627620e+02,-1.219060583183e+02,-2.757007102734e+02,-1.168760871180e+02
932,20320,3720703125.000000,-3.904253304380e+01,1.952126652190e+02,-4.158522875419e+01,1.973209263290e+02,-3.841094273070e+01,1.966624872935e+02
933,20321,3720886230.468750,1.952126652190e+02,3.904253304380e+01,1.973455001050e+02,4.129704857544e+01,1.966907447445e+02,3.826706136234e+01
934,20322,3721069335.937500,-1.952126652190e+02,-1.952126652190e+02,-1.960569274852e+02,-1.993172284438e+02,-1.977092923639e+02,-1.953696792267e+02
935,20323,3721252441.406250,-1.171275991314e+02,2.732977313066e+02,-1.210861671729e+02,2.757453471989e+02,-1.166803170030e+02,2.757083117352e+02
936,20324,3721435546.875000,-1.171275991314e+02,1.171275991314e+02,-1.197727107074e+02,1.175149616818e+02,-1.175846947543e+02,1.185681894013e+02
937,20325,3721618652.343750,1.171275991314e+02,1.952126652190e+02,1.166523968676e+02,1.989702289731e+02,1.184418391640e+02,1.961869951842e+02
938,20326,3721801757.812500,-3.904253304380e+01,1.171275991314e+02,-4.083815175244e+01,1.182486537225e+02,-3.911277715796e+01,1.180134262854e+02
939,20327,3721984863.281250,-1.171275991314e+02,-3.904253304380e+01,-1.182391260994e+02,-4.091882425972e+01,-1.180747156491e+02,-3.922725354777e+01
940,20328,3722167968.750000,-2.732977313066e+02,-2.732977313066e+02,-2.739438057801e+02,-2.799755378611e+02,-2.755076191232e+02,-2.752679885157e+02
941,20329,3722351074.218750,-2.732977313066e+02,-1.952126652190e+02,-2.749429609551e+02,-2.006775995865e+02,-2.753929880985e+02,-1.964203211023e+02
942,20330,3722534179.687500,-1.952126652190e+02,3.904253304380e+01,-1.982264737895e+02,3.766545651413e+01,-1.966453370729e+02,3.946066985360e+01
943,20331,3722717285.156250,-3.904253304380e+01,-1.171275991314e+02,-3.850380781604e+01,-1.190682747542e+02,-3.951856997059e+01,-1.180534902980e+02
944,20332,3722900390.625000,-1.952126652190e+02,-1.171275991314e+02,-1.968709267512e+02,-1.203708408395e+02,-1.969823609433e+02,-1.176953125829e+02
945,20333,3723083496.093750,2.732977313066e+02,-1.171275991314e+02,2.780585547364e+02,-1.165144139219e+02,2.753155552402e+02,-1.183409720138e+02
946,20334,3723266601.562500,3.904253304380e+01,-1.952126652190e+02,4.124853154784e+01,-1.977302580747e+02,3.928645212593e+01,-1.970148559251e+02
947,20335,3723449707.031250,-3.904253304380e+01,1.952126652190e+02,-4.131043589597e+01,1.978537616158e+02,-3.940531190559e+01,1.970419754240e+02
948,20336,3723632812.500000,-1.171275991314e+02,1.171275991314e+02,-1.200165353786e+02,1.179662259540e+02,-1.183251680630e+02,1.183479399291e+02
949,20337,3723815917.968750,-1.171275991314e+02,-3.904253304380e+01,-1.187208766611e+02,-4.073659588513e+01,-1.182541320775e+02,-3.957884998989e+01
950,20338,3723999023.437500,-1.171275991314e+02,-1.171275991314e+02,-1.180799316079e+02,-1.202163703220e+02,-1.181617861795e+02,-1.186577211299e+02
951,20339,3724182128.906250,1.952126652190e+02,3.904253304380e+01,1.982538449821e+02,4.134818066562e+01,1.975211009808e+02,3.981785325223e+01
952,20340,3724365234.375000,1.171275991314e+02,-3.904253304380e+01,1.194442665054e+02,-3.882615408759e+01,1.185813261640e+02,-3.928952881536e+01
953,20341,3724548339.843750,-2.732977313066e+02,-2.732977313066e+02,-2.761428479804e+02,-2.798771512849e+02,-2.762216647236e+02,-2.764783680730e+02
954,20342,3724731445.312500,-3.904253304380e+01,-3.904253304380e+01,-3.947861876371e+01,-3.995240259571e+01,-3.946447805937e+01,-3.937218235299e+01
955,20343,3724914550.781250,-3.904253304380e+01,-3.904253304380e+01,-3.950823636219e+01,-3.992233303852e+01,-3.941978198413e+01,-3.953829440623e+01
956,20344,3725097656.250000,-3.904253304380e+01,-1.171275991314e+02,-3.911127579865e+01,-1.193308851971e+02,-3.941271228719e+01,-1.183976082177e+02
957,20345,3725280761.718750,-1.171275991314e+02,-1.171275991314e+02,-1.184681508019e+02,-1.197404330472e+02,-1.182951719055e+02,-1.184768488966e+02
958,20346,3725463867.187500,1.952126652190e+02,-1.952126652190e+02,1.995842351920e+02,-1.973404079032e+02,1.976364469974e+02,-1.970563060072e+02
959,20347,3725646972.656250,1.171275991314e+02,-1.952126652190e+02,1.202340466513e+02,-1.977073321993e+02,1.188844127908e+02,-1.970500501319e+02
960,20348,3725830078.125000,-1.952126652190e+02,1.171275991314e+02,-1.991197129073e+02,1.177783735483e+02,-1.975959338117e+02,1.176566765515e+02
961,20349,3726013183.593750,1.171275991314e+02,-1.171275991314e+02,1.197695796875e+02,-1.182258710902e+02,1.189156381782e+02,-1.178758303674e+02
962,20350,3726196289.062500,-2.732977313066e+02,-1.952126652190e+02,-2.765686316392e+02,-1.998013318519e+02,-2.754760065477e+02,-1.978761410757e+02
963,20351,3726379394.531250,-2.732977313066e+02,-2.732977313066e+02,-2.764242636919e+02,-2.787879796472e+02,-2.753245807217e+02,-2.767700452431e+02
964,20352,3726562500.000000,1.171275991314e+02,-1.171275991314e+02,1.193358732930e+02,-1.185881140465e+02,1.184823303533e+02,-1.181559045215e+02
965,20353,3726745605.468750,1.171275991314e+02,1.171275991314e+02,1.187085111645e+02,1.191910635466e+02,1.182093894278e+02,1.183550678582e+02
966,20354,3726928710.937500,1.171275991314e+02,3.904253304380e+01,1.189011997712e+02,3.975451151270e+01,1.183267364976e+02,3.936299229411e+01
967,20355,3727111816.406250,2.732977313066e+02,-1.171275991314e+02,2.776482566692e+02,-1.187095743186e+02,2.760762737890e+02,-1.181386041232e+02
968,20356,3727294921.875000,3.904253304380e+01,-1.171275991314e+02,3.983432179544e+01,-1.189151326454e+02,3.955076475190e+01,-1.183229056724e+02
969,20357,3727478027.343750,1.171275991314e+02,-3.904253304380e+01,1.190829955363e+02,-3.941607162336e+01,1.184780824998e+02,-3.914853796979e+01
970,20358,3727661132.812500,-1.952126652190e+02,-1.171275991314e+02,-1.980505709571e+02,-1.195659903886e+02,-1.967361870175e+02,-1.189952407911e+02
971,20359,3727844238.281250,-3.904253304380e+01,-2.732977313066e+02,-3.875323037498e+01,-2.779175911721e+02,-3.812112975333e+01,-2.764385962169e+02
972,20360,3728027343.750000,-1.171275991314e+02,1.952126652190e+02,-1.198313393031e+02,1.979913199022e+02,-1.195547074032e+02,1.966266901730e+02
973,20361,3728210449.218750,-1.171275991314e+02,-3.904253304380e+01,-1.189061931655e+02,-4.011004184841e+01,-1.181549753019e+02,-4.015303922155e+01
974,20362,3728393554.687500,1.171275991314e+02,1.952126652190e+02,1.183662104975e+02,1.987770579788e+02,1.172090451986e+02,1.980042830708e+02
975,20363,3728576660.156250,1.171275991314e+02,3.904253304380e+01,1.188850688475e+02,4.003610048878e+01,1.181027472605e+02,4.026834620887e+01
976,20364,3728759765.625000,-1.171275991314e+02,-1.952126652190e+02,-1.184253161215e+02,-1.986481863622e+02,-1.170091352503e+02,-1.978982955821e+02
977,20365,3728942871.093750,-1.952126652190e+02,2.732977313066e+02,-1.989928158991e+02,2.770763879619e+02,-1.990236542006e+02,2.747909291903e+02
978,20366,3729125976.562500,-1.171275991314e+02,1.171275991314e+02,-1.191173029314e+02,1.188131382747e+02,-1.190539020804e+02,1.175350944768e+02
979,20367,3729309082.031250,-3.904253304380e+01,2.732977313066e+02,-3.951952581739e+01,2.776231137258e+02,-4.064327362587e+01,2.758149304821e+02
980,20368,3729492187.500000,-2.732977313066e+02,2.732977313066e+02,-2.769892575394e+02,2.782515022558e+02,-2.769864600595e+02,2.751961528834e+02
981,20369,3729675292.968750,3.904253304380e+01,-1.952126652190e+02,3.885935351609e+01,-1.984723857497e+02,3.986002340144e+01,-1.973059206916e+02
982,20370,3729858398.437500,-1.171275991314e+02,1.171275991314e+02,-1.183004553250e+02,1.196867524671e+02,-1.184248367137e+02,1.182722646849e+02
983,20371,3730041503.906250,1.952126652190e+02,-1.171275991314e+02,1.974896770437e+02,-1.203939830305e+02,1.971569930956e+02,-1.182983809510e+02
984,20372,3730224609.375000,-3.904253304380e+01,2.732977313066e+02,-3.789546466539e+01,2.778951302584e+02,-3.963008355022e+01,2.760470929340e+02
985,20373,3730407714.843750,-2.732977313066e+02,-1.171275991314e+02,-2.783027932852e+02,-1.174030314847e+02,-2.757991938574e+02,-1.189007679698e+02
986,20374,3730590820.312500,-2.732977313066e+02,2.732977313066e+02,-2.762177919727e+02,2.790002522526e+02,-2.769418038310e+02,2.753217568493e+02
987,20375,3730773925.781250,1.171275991314e+02,-2.732977313066e+02,1.177650203478e+02,-2.781076163717e+02,1.194319207915e+02,-2.756059236112e+02
988,20376,3730957031.250000,-3.904253304380e+01,-3.904253304380e+01,-3.979853323080e+01,-3.950859275194e+01,-3.923188647520e+01,-3.971988232936e+01
989,20377,3731140136.718750,3.904253304380e+01,-1.952126652190e+02,3.885654821134e+01,-1.985035802423e+02,4.046666685573e+01,-1.971091328964e+02
990,20378,3731323242.187500,-1.171275991314e+02,1.171275991314e+02,-1.184845822483e+02,1.196444210092e+02,-1.189887123615e+02,1.177872118936e+02
991,20379,3731506347.656250,1.171275991314e+02,1.171275991314e+02,1.197970986901e+02,1.184512743837e+02,1.180416975649e+02,1.190523636295e+02
992,20380,3731689453.125000,1.952126652190e+02,1.171275991314e+02,1.994056628002e+02,1.179071351670e+02,1.971894261716e+02,1.194018853063e+02
993,20381,3731872558.593750,-3.904253304380e+01,2.732977313066e+02,-3.774303222693e+01,2.785208483672e+02,-4.068569222789e+01,2.765838270436e+02
994,20382,3732055664.062500,-1.171275991314e+02,-2.732977313066e+02,-1.214750440529e+02,-2.773629765645e+02,-1.176462641414e+02,-2.772336633465e+02
995,20383,3732238769.531250,1.952126652190e+02,1.171275991314e+02,1.997381545277e+02,1.175619107881e+02,1.973165000970e+02,1.192690711942e+02
996,20384,3732421875.000000,-3.904253304380e+01,2.732977313066e+02,-3.723957965745e+01,2.784992782462e+02,-4.044693579406e+01,2.765578918174e+02
997,20385,3732604980.468750,1.171275991314e+02,3.904253304380e+01,1.195464446069e+02,3.859068820872e+01,1.184564228112e+02,3.999100574533e+01
998,20386,3732788085.937500,-2.732977313066e+02,3.904253304380e+01,-2.775807001214e+02,4.250023765044e+01,-2.766953944419e+02,3.859364595484e+01
999,20387,3732971191.406250,1.952126652190e+02,3.904253304380e+01,1.989173495114e+02,3.760265116508e+01,1.973134002203e+02,4.003661961111e+01
1000,20388,3733154296.875000,1.952126652190e+02,1.952126652190e+02,2.002624737966e+02,1.968044520003e+02,1.963657551094e+02,1.986895621314e+02
1001,20389,3733337402.343750,3.904253304380e+01,1.952126652190e+02,4.098971455073e+01,1.983310446737e+02,3.785483988295e+01,1.979290984618e+02
1002,20390,3733520507.812500,-1.171275991314e+02,1.171275991314e+02,-1.186923935594e+02,1.196715475290e+02,-1.198026278673e+02,1.172588769868e+02
1003,20391,3733703613.281250,-1.952126652190e+02,3.904253304380e+01,-1.986148011661e+02,4.009641755066e+01,-1.981455722650e+02,3.700384088551e+01
1004,20392,3733886718.750000,3.904253304380e+01,2.732977313066e+02,3.960991390276e+01,2.782493996238e+02,3.495232651472e+01,2.773763961309e+02
1005,20393,3734069824.218750,1.171275991314e+02,-1.952126652190e+02,1.194388259512e+02,-1.986735559800e+02,1.220457827953e+02,-1.956977628534e+02
1006,20394,3734252929.687500,-2.732977313066e+02,-1.171275991314e+02,-2.785540110156e+02,-1.187607270635e+02,-2.751273304431e+02,-1.228519031330e+02
1007,20395,3734436035.156250,-1.952126652190e+02,-2.732977313066e+02,-2.001239097372e+02,-2.774488544521e+02,-1.943269908423e+02,-2.794216500836e+02
1008,20396,3734619140.625000,2.732977313066e+02,-1.952126652190e+02,2.769396341913e+02,-2.009161952673e+02,2.790188320840e+02,-1.949295035603e+02
1009,20397,3734802246.093750,-1.171275991314e+02,-1.952126652190e+02,-1.213465816526e+02,-1.976788714760e+02,-1.171215184172e+02,-1.988445276299e+02
1010,20398,3734985351.562500,1.171275991314e+02,3.904253304380e+01,1.198589516919e+02,3.824549790452e+01,1.185078154266e+02,4.030556333655e+01
1011,20399,3735168457.031250,1.171275991314e+02,-2.732977313066e+02,1.157231256236e+02,-2.799619191890e+02,1.203443018999e+02,-2.763120665823e+02
1012,20400,3735351562.500000,-2.732977313066e+02,3.904253304380e+01,-2.778484327154e+02,4.331278864446e+01,-2.772489759693e+02,3.766096808183e+01
1013,20401,3735534667.968750,-1.171275991314e+02,1.171275991314e+02,-1.177693285837e+02,1.207659810346e+02,-1.196303037630e+02,1.177905324392e+02
1014,20402,3735717773.437500,-1.171275991314e+02,1.171275991314e+02,-1.177639991890e+02,1.207163937160e+02,-1.196102647204e+02,1.176685963992e+02
1015,20403,3735900878.906250,-2.732977313066e+02,-1.171275991314e+02,-2.796171243640e+02,-1.158198844320e+02,-2.758107633668e+02,-1.210946060004e+02
1016,20404,3736083984.375000,-2.732977313066e+02,-1.171275991314e+02,-2.796470498212e+02,-1.156547481087e+02,-2.755357372959e+02,-1.210540552728e+02
1017,20405,3736267089.843750,-1.171275991314e+02,2.732977313066e+02,-1.152660617927e+02,2.798136336391e+02,-1.207217859202e+02,2.757562101235e+02
1018,20406,3736450195.312500,-2.732977313066e+02,-1.171275991314e+02,-2.799796772202e+02,-1.148771357477e+02,-2.759616855087e+02,-1.204246149940e+02
1019,20407,3736633300.781250,-1.171275991314e+02,1.171275991314e+02,-1.171789876616e+02,1.212155130672e+02,-1.191891164923e+02,1.178396431868e+02
1020,20408,3736816406.250000,2.732977313066e+02,1.171275991314e+02,2.803101422942e+02,1.140985674745e+02,2.762806884148e+02,1.199562058352e+02
1021,20409,3736999511.718750,-1.952126652190e+02,1.952126652190e+02,-1.947403034396e+02,2.025784417250e+02,-1.984876193511e+02,1.969420726983e+02
1022,20410,3737182617.187500,-2.732977313066e+02,-2.732977313066e+02,-2.835695174257e+02,-2.726964293388e+02,-2.755898467794e+02,-2.780791092678e+02
1023,20411,3737365722.656250,-3.904253304380e+01,-3.904253304380e+01,-4.050400899172e+01,-3.896537631130e+01,-3.941178910352e+01,-3.968416908669e+01
1024,20412,3737548828.125000,1.171275991314e+02,-3.904253304380e+01,1.184463230784e+02,-4.202205114457e+01,1.188636701330e+02,-3.891874133528e+01
1025,20413,3737731933.593750,1.171275991314e+02,-3.904253304380e+01,1.184578809777e+02,-4.200145777686e+01,1.189896337934e+02,-3.885343144696e+01
1026,20414,3737915039.062500,1.952126652190e+02,1.952126652190e+02,2.024311584508e+02,1.949580090536e+02,1.964455468992e+02,1.991223364110e+02
1027,20415,3738098144.531250,2.732977313066e+02,1.171275991314e+02,2.804126997729e+02,1.139884605499e+02,2.759287536304e+02,1.208140440525e+02
1028,20416,3738281250.000000,1.171275991314e+02,-1.952126652190e+02,1.154506215396e+02,-2.009450108156e+02,1.202437237915e+02,-1.968151383923e+02
1029,20417,3738464355.468750,-3.904253304380e+01,-1.171275991314e+02,-4.201006996023e+01,-1.184507940025e+02,-3.856983781064e+01,-1.190724874390e+02
1030,20418,3738647460.937500,-2.732977313066e+02,1.952126652190e+02,-2.743271659768e+02,2.040189788620e+02,-2.785865864228e+02,1.953691190781e+02
1031,20419,3738830566.406250,2.732977313066e+02,-1.171275991314e+02,2.758283290946e+02,-1.245838934802e+02,2.778892964947e+02,-1.162414380708e+02
1032,20420,3739013671.875000,1.952126652190e+02,1.952126652190e+02,2.025475577403e+02,1.947745336426e+02,1.958795261981e+02,1.994404551695e+02
1033,20421,3739196777.343750,1.171275991314e+02,3.904253304380e+01,1.200085717736e+02,3.726990272103e+01,1.183369121883e+02,4.058307418578e+01
1034,20422,3739379882.812500,1.171275991314e+02,-1.171275991314e+02,1.165932099140e+02,-1.217680030770e+02,1.195279299939e+02,-1.177539784542e+02
1035,20423,3739562988.281250,3.904253304380e+01,1.952126652190e+02,4.424932952442e+01,1.977156112830e+02,3.809939815405e+01,1.980449041126e+02
1036,20424,3739746093.750000,-3.904253304380e+01,2.732977313066e+02,-3.308808084358e+01,2.789970313171e+02,-4.131511139711e+01,2.765195977575e+02
1037,20425,3739929199.218750,3.904253304380e+01,3.904253304380e+01,4.070868998306e+01,3.872834233223e+01,3.932487492429e+01,3.979074223923e+01
1038,20426,3740112304.687500,1.171275991314e+02,-2.732977313066e+02,1.122632918573e+02,-2.810122207842e+02,1.203736875657e+02,-2.760442072627e+02
1039,20427,3740295410.156250,-1.171275991314e+02,-1.171275991314e+02,-1.220461296669e+02,-1.163304810637e+02,-1.177315850906e+02,-1.196419083658e+02
1040,20428,3740478515.625000,3.904253304380e+01,-3.904253304380e+01,3.881774457733e+01,-4.065595939752e+01,3.988906876600e+01,-3.923206945979e+01
1041,20429,3740661621.093750,2.732977313066e+02,-3.904253304380e+01,2.773240893652e+02,-4.594340446559e+01,2.773807193726e+02,-3.675606357327e+01
1042,20430,3740844726.562500,-3.904253304380e+01,1.952126652190e+02,-3.549124890743e+01,1.996100751377e+02,-4.185591455820e+01,1.973651516300e+02
1043,20431,3741027832.031250,-3.904253304380e+01,-1.171275991314e+02,-4.227198969679e+01,-1.184401056698e+02,-3.811924016784e+01,-1.191399469426e+02
1044,20432,3741210937.500000,-1.171275991314e+02,-1.952126652190e+02,-1.239522383833e+02,-1.960536879421e+02,-1.168050022308e+02,-1.992300474755e+02
1045,20433,3741394042.968750,-1.171275991314e+02,-3.904253304380e+01,-1.203532843262e+02,-3.671345697819e+01,-1.183976615232e+02,-4.066495101353e+01
1046,20434,3741577148.437500,1.952126652190e+02,-2.732977313066e+02,1.911378209309e+02,-2.840685057449e+02,2.000114217299e+02,-2.759071822237e+02
1047,20435,3741760253.906250,2.732977313066e+02,-1.171275991314e+02,2.749465318987e+02,-1.278200120849e+02,2.779240552344e+02,-1.174777269740e+02
1048,20436,3741943359.375000,1.171275991314e+02,-1.952126652190e+02,1.129226983398e+02,-2.029060242218e+02,1.195409463270e+02,-1.978176082284e+02
1049,20437,3742126464.843750,-2.732977313066e+02,-3.904253304380e+01,-2.799145555683e+02,-3.072018168739e+01,-2.774155673281e+02,-4.067204088408e+01
