subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_plan_c_equalized_i,after_float_plan_c_equalized_q
740,20128,3685546875.000000,-1.171275991314e+02,-2.732977313066e+02,-1.025981467682e+02,-2.814000689788e+02,-1.218837735292e+02,-2.721858797558e+02
741,20129,3685729980.468750,2.732977313066e+02,3.904253304380e+01,2.727218842931e+02,5.435036744720e+01,2.747339853839e+02,3.469243271139e+01
742,20130,3685913085.937500,3.904253304380e+01,1.171275991314e+02,3.285749301058e+01,1.199383557942e+02,4.118672779979e+01,1.167401060951e+02
743,20131,3686096191.406250,3.904253304380e+01,2.732977313066e+02,2.443218196982e+01,2.769986388820e+02,4.377081865242e+01,2.733656093777e+02
744,20132,3686279296.875000,-1.952126652190e+02,3.904253304380e+01,-1.984605056712e+02,2.875565434435e+01,-1.950098492441e+02,4.252903835631e+01
745,20133,3686462402.343750,3.904253304380e+01,2.732977313066e+02,2.466648363006e+01,2.770081971827e+02,4.393170952218e+01,2.733932724247e+02
746,20134,3686645507.812500,3.904253304380e+01,-3.904253304380e+01,4.134802669834e+01,-3.720693174156e+01,3.857412562169e+01,-3.988653091863e+01
747,20135,3686828613.281250,1.171275991314e+02,2.732977313066e+02,1.034617671374e+02,2.811260304537e+02,1.224684412151e+02,2.720011329594e+02
748,20136,3687011718.750000,1.952126652190e+02,1.952126652190e+02,1.862223486192e+02,2.066074275254e+02,1.993901613299e+02,1.922381416606e+02
749,20137,3687194824.218750,1.171275991314e+02,1.171275991314e+02,1.117411679454e+02,1.239291201310e+02,1.195155418354e+02,1.153215243075e+02
750,20138,3687377929.687500,-2.732977313066e+02,1.171275991314e+02,-2.809889199300e+02,1.036523396442e+02,-2.718211839422e+02,1.223987887845e+02
751,20139,3687561035.156250,-3.904253304380e+01,3.904253304380e+01,-4.128615023976e+01,3.725221951113e+01,-3.836960157754e+01,3.980699139033e+01
752,20140,3687744140.625000,-2.732977313066e+02,3.904253304380e+01,-2.768618806100e+02,2.519606943575e+01,-2.731870220125e+02,4.425334299294e+01
753,20141,3687927246.093750,-3.904253304380e+01,-1.171275991314e+02,-3.325214685379e+01,-1.197825615911e+02,-4.116517546596e+01,-1.166643014689e+02
754,20142,3688110351.562500,3.904253304380e+01,2.732977313066e+02,2.527894856883e+01,2.767801685659e+02,4.413285417815e+01,2.731587009332e+02
755,20143,3688293457.031250,3.904253304380e+01,-1.952126652190e+02,4.920536048968e+01,-1.942549770513e+02,3.546438398797e+01,-1.962880580957e+02
756,20144,3688476562.500000,-1.952126652190e+02,-3.904253304380e+01,-1.942324867603e+02,-4.917317212326e+01,-1.962074361590e+02,-3.559573903177e+01
757,20145,3688659667.968750,-2.732977313066e+02,-3.904253304380e+01,-2.726862181312e+02,-5.310214111844e+01,-2.743950220715e+02,-3.413575207232e+01
758,20146,3688842773.437500,1.171275991314e+02,-1.171275991314e+02,1.236234063089e+02,-1.117718867950e+02,1.151046501114e+02,-1.193281033498e+02
759,20147,3689025878.906250,-3.904253304380e+01,-1.952126652190e+02,-2.935194014946e+01,-1.981269201045e+02,-4.253740294168e+01,-1.947540378524e+02
760,20148,3689208984.375000,1.952126652190e+02,-2.732977313066e+02,2.103152581230e+02,-2.646800265889e+02,1.909319899686e+02,-2.772319862435e+02
761,20149,3689392089.843750,-2.732977313066e+02,3.904253304380e+01,-2.769032525601e+02,2.494209432377e+01,-2.733108563183e+02,4.342840783364e+01
762,20150,3689575195.312500,-1.952126652190e+02,1.952126652190e+02,-2.068212368664e+02,1.860064889107e+02,-1.928646161106e+02,1.986000449895e+02
763,20151,3689758300.781250,3.904253304380e+01,3.904253304380e+01,3.718340636241e+01,4.141702600140e+01,3.982611221380e+01,3.860766540172e+01
764,20152,3689941406.250000,-2.732977313066e+02,3.904253304380e+01,-2.773755729928e+02,2.425238979074e+01,-2.738810452208e+02,4.272490637545e+01
765,20153,3690124511.718750,1.171275991314e+02,-1.171275991314e+02,1.244799341737e+02,-1.114461538313e+02,1.161460126701e+02,-1.189782835715e+02
766,20154,3690307617.187500,-1.952126652190e+02,-2.732977313066e+02,-1.812924287204e+02,-2.861508020527e+02,-1.991471843816e+02,-2.721869500502e+02
767,20155,3690490722.656250,-1.171275991314e+02,2.732977313066e+02,-1.333309161282e+02,2.686076898397e+02,-1.145680076508e+02,2.754929677111e+02
768,20156,3690673828.125000,-2.732977313066e+02,1.952126652190e+02,-2.862351158772e+02,1.810792695724e+02,-2.722885387697e+02,1.987532193815e+02
769,20157,3690856933.593750,1.171275991314e+02,3.904253304380e+01,1.157004640420e+02,4.598021430532e+01,1.178600813345e+02,3.803095613942e+01
770,20158,3691040039.062500,2.732977313066e+02,1.952126652190e+02,2.639797408877e+02,2.121213129209e+02,2.761674507808e+02,1.933057558371e+02
771,20159,3691223144.531250,-1.952126652190e+02,-3.904253304380e+01,-1.942647051818e+02,-5.032384460793e+01,-1.962243888006e+02,-3.722145922019e+01
772,20160,3691406250.000000,1.171275991314e+02,-1.952126652190e+02,1.287681885361e+02,-1.898748290889e+02,1.154208935237e+02,-1.970246286101e+02
773,20161,3691589355.468750,1.952126652190e+02,1.952126652190e+02,1.855772515832e+02,2.071746757624e+02,1.977787071730e+02,1.936475443824e+02
774,20162,3691772460.937500,-1.952126652190e+02,-3.904253304380e+01,-1.941918601787e+02,-4.994900135491e+01,-1.961448681706e+02,-3.704236120034e+01
775,20163,3691955566.406250,3.904253304380e+01,-3.904253304380e+01,4.136978970804e+01,-3.714261344505e+01,3.878791514137e+01,-3.949957975339e+01
776,20164,3692138671.875000,-1.171275991314e+02,-1.171275991314e+02,-1.116093475781e+02,-1.239492931071e+02,-1.188713377438e+02,-1.158867436314e+02
777,20165,3692321777.343750,2.732977313066e+02,1.171275991314e+02,2.689054687931e+02,1.317243053157e+02,2.755414573548e+02,1.134693497692e+02
778,20166,3692504882.812500,3.904253304380e+01,2.732977313066e+02,2.582772005063e+01,2.768458852222e+02,4.341055625524e+01,2.732206514527e+02
779,20167,3692687988.281250,3.904253304380e+01,-1.952126652190e+02,4.854838606810e+01,-1.945588291888e+02,3.574297031536e+01,-1.963081596399e+02
780,20168,3692871093.750000,2.732977313066e+02,-2.732977313066e+02,2.875253511273e+02,-2.625306536674e+02,2.687023590099e+02,-2.791398572387e+02
781,20169,3693054199.218750,2.732977313066e+02,3.904253304380e+01,2.733076485478e+02,5.156010623626e+01,2.747084197250e+02,3.378915467181e+01
782,20170,3693237304.687500,1.171275991314e+02,-1.171275991314e+02,1.232833455772e+02,-1.124715614848e+02,1.152942901399e+02,-1.194995547185e+02
783,20171,3693420410.156250,1.952126652190e+02,-3.904253304380e+01,1.983048305669e+02,-3.003231119480e+01,1.949652299973e+02,-4.237664255835e+01
784,20172,3693603515.625000,2.732977313066e+02,1.952126652190e+02,2.655142186196e+02,2.097531364287e+02,2.768593692284e+02,1.916180164196e+02
785,20173,3693786621.093750,3.904253304380e+01,-2.732977313066e+02,5.294416004676e+01,-2.730561348432e+02,3.542925466296e+01,-2.745156381935e+02
786,20174,3693969726.562500,1.171275991314e+02,-1.952126652190e+02,1.278578789278e+02,-1.904212476564e+02,1.150431171550e+02,-1.971251524737e+02
787,20175,3694152832.031250,3.904253304380e+01,2.732977313066e+02,2.555037813196e+01,2.770060024046e+02,4.264440059794e+01,2.734713022976e+02
788,20176,3694335937.500000,1.952126652190e+02,-1.171275991314e+02,2.022279032503e+02,-1.083619913440e+02,1.941446442717e+02,-1.201324098908e+02
789,20177,3694519042.968750,2.732977313066e+02,-2.732977313066e+02,2.881381252686e+02,-2.621959175590e+02,2.699073168779e+02,-2.781645804084e+02
790,20178,3694702148.437500,-3.904253304380e+01,-3.904253304380e+01,-3.752036513021e+01,-4.111627922523e+01,-3.988036000838e+01,-3.851043990540e+01
791,20179,3694885253.906250,1.171275991314e+02,1.171275991314e+02,1.127523433243e+02,1.232096131306e+02,1.195201954212e+02,1.155282694305e+02
792,20180,3695068359.375000,1.171275991314e+02,-2.732977313066e+02,1.299650736228e+02,-2.701470971771e+02,1.125879692460e+02,-2.763090677137e+02
793,20181,3695251464.843750,1.171275991314e+02,2.732977313066e+02,1.058694332399e+02,2.803384996552e+02,1.222165235811e+02,2.719960928999e+02
794,20182,3695434570.312500,-1.952126652190e+02,2.732977313066e+02,-2.086027905136e+02,2.663878075078e+02,-1.910998921388e+02,2.772592392355e+02
795,20183,3695617675.781250,2.732977313066e+02,-2.732977313066e+02,2.871498286174e+02,-2.627322976260e+02,2.692174843398e+02,-2.782115392299e+02
796,20184,3695800781.250000,-2.732977313066e+02,1.171275991314e+02,-2.800907655238e+02,1.055000457210e+02,-2.718031627119e+02,1.216766502969e+02
797,20185,3695983886.718750,-2.732977313066e+02,3.904253304380e+01,-2.764775724707e+02,2.688779679653e+01,-2.730149873025e+02,4.315985993797e+01
798,20186,3696166992.187500,-2.732977313066e+02,1.952126652190e+02,-2.836235430662e+02,1.839874404113e+02,-2.707589402518e+02,1.995779544667e+02
799,20187,3696350097.656250,-3.904253304380e+01,1.171275991314e+02,-4.453689595473e+01,1.160883698745e+02,-3.739943417670e+01,1.179261983259e+02
800,20188,3696533203.125000,2.732977313066e+02,2.732977313066e+02,2.628824928026e+02,2.873113736430e+02,2.779185561815e+02,2.698308325108e+02
801,20189,3696716308.593750,-3.904253304380e+01,2.732977313066e+02,-5.148212437608e+01,2.734948527776e+02,-3.500651061368e+01,2.745756909353e+02
802,20190,3696899414.062500,-2.732977313066e+02,1.171275991314e+02,-2.805587816944e+02,1.059029327198e+02,-2.724181310648e+02,1.215891861540e+02
803,20191,3697082519.531250,-1.171275991314e+02,-1.952126652190e+02,-1.093700412423e+02,-2.019790320584e+02,-1.203989174034e+02,-1.942203399082e+02
804,20192,3697265625.000000,1.952126652190e+02,-1.952126652190e+02,2.056298792834e+02,-1.879937668372e+02,1.932894246169e+02,-1.986356278813e+02
805,20193,3697448730.468750,1.171275991314e+02,-2.732977313066e+02,1.306405452382e+02,-2.702331541548e+02,1.141117913523e+02,-2.758628724936e+02
806,20194,3697631835.937500,-1.952126652190e+02,-3.904253304380e+01,-1.950890780749e+02,-4.845671111637e+01,-1.965305039940e+02,-3.683901141034e+01
807,20195,3697814941.406250,1.952126652190e+02,1.171275991314e+02,1.914274224214e+02,1.273750604492e+02,1.972817157240e+02,1.154555540030e+02
808,20196,3697998046.875000,-3.904253304380e+01,-2.732977313066e+02,-2.633178259653e+01,-2.776616592832e+02,-4.192705823219e+01,-2.741772765851e+02
809,20197,3698181152.343750,1.952126652190e+02,-1.952126652190e+02,2.060114146197e+02,-1.879606060932e+02,1.939273477689e+02,-1.983622480063e+02
810,20198,3698364257.812500,-1.171275991314e+02,-1.171275991314e+02,-1.129574092069e+02,-1.234120852821e+02,-1.191989628960e+02,-1.160992643525e+02
811,20199,3698547363.281250,3.904253304380e+01,1.952126652190e+02,3.099341513228e+01,1.986424722481e+02,4.193265591047e+01,1.954482193835e+02
812,20200,3698730468.750000,-1.171275991314e+02,-1.171275991314e+02,-1.133184978888e+02,-1.230217687500e+02,-1.193886433091e+02,-1.157969034194e+02
813,20201,3698913574.218750,3.904253304380e+01,3.904253304380e+01,3.783284675356e+01,4.094207228233e+01,3.982893952757e+01,3.851872847669e+01
814,20202,3699096679.687500,3.904253304380e+01,1.952126652190e+02,3.179961956847e+01,1.985125921322e+02,4.253803319075e+01,1.954655577578e+02
815,20203,3699279785.156250,-3.904253304380e+01,2.732977313066e+02,-4.999038253269e+01,2.744439466125e+02,-3.457564859604e+01,2.753385859989e+02
816,20204,3699462890.625000,1.952126652190e+02,1.952126652190e+02,1.897280443428e+02,2.047255261331e+02,1.996540136809e+02,1.928707927179e+02
817,20205,3699645996.093750,-3.904253304380e+01,1.952126652190e+02,-4.691729594955e+01,1.958540480187e+02,-3.581193816931e+01,1.970699201562e+02
818,20206,3699829101.562500,2.732977313066e+02,-1.171275991314e+02,2.808839727818e+02,-1.081188317947e+02,2.730116915134e+02,-1.226478527472e+02
819,20207,3700012207.031250,-1.171275991314e+02,3.904253304380e+01,-1.200089337503e+02,3.510045618916e+01,-1.173011267407e+02,4.146587201796e+01
820,20208,3700195312.500000,-1.171275991314e+02,-1.952126652190e+02,-1.110912844507e+02,-2.019045147804e+02,-1.211268070889e+02,-1.944607668965e+02
821,20209,3700378417.968750,1.952126652190e+02,-1.171275991314e+02,2.018331016469e+02,-1.109982081224e+02,1.944334268410e+02,-1.210386627771e+02
822,20210,3700561523.437500,-1.952126652190e+02,1.952126652190e+02,-2.047474911403e+02,1.898183298650e+02,-1.932719707116e+02,1.993288652383e+02
823,20211,3700744628.906250,-1.952126652190e+02,-2.732977313066e+02,-1.866873117707e+02,-2.835664910877e+02,-2.003838193601e+02,-2.716771579715e+02
824,20212,3700927734.375000,-3.904253304380e+01,3.904253304380e+01,-4.092679739379e+01,3.791149494580e+01,-3.866461260354e+01,3.984950381844e+01
825,20213,3701110839.843750,1.952126652190e+02,1.952126652190e+02,1.894086507560e+02,2.046579151345e+02,1.987623333688e+02,1.932303025265e+02
826,20214,3701293945.312500,3.904253304380e+01,3.904253304380e+01,3.784955798926e+01,4.094687679947e+01,3.975586964279e+01,3.870088051563e+01
827,20215,3701477050.781250,2.732977313066e+02,2.732977313066e+02,2.647216688442e+02,2.867350259142e+02,2.777295120369e+02,2.709782468350e+02
828,20216,3701660156.250000,2.732977313066e+02,-1.171275991314e+02,2.804573615129e+02,-1.069712153433e+02,2.730663385123e+02,-1.205638067693e+02
829,20217,3701843261.718750,1.171275991314e+02,3.904253304380e+01,1.164986424196e+02,4.423221389140e+01,1.179707076520e+02,3.800395731873e+01
830,20218,3702026367.187500,3.904253304380e+01,-1.171275991314e+02,4.428134737529e+01,-1.164615262733e+02,3.810273600067e+01,-1.178359227165e+02
831,20219,3702209472.656250,-1.952126652190e+02,-1.171275991314e+02,-1.919928249519e+02,-1.262493228512e+02,-1.972195276449e+02,-1.156929036267e+02
832,20220,3702392578.125000,-1.171275991314e+02,2.732977313066e+02,-1.294331960149e+02,2.708297818698e+02,-1.148613625780e+02,2.754842307928e+02
833,20221,3702575683.593750,3.904253304380e+01,1.171275991314e+02,3.458820735991e+01,1.197654566412e+02,4.045275141809e+01,1.171735418708e+02
834,20222,3702758789.062500,2.732977313066e+02,2.732977313066e+02,2.646587048011e+02,2.868816254743e+02,2.771709583906e+02,2.717986429200e+02
835,20223,3702941894.531250,-1.171275991314e+02,1.171275991314e+02,-1.229328863262e+02,1.134851971392e+02,-1.164215314972e+02,1.187209541017e+02
836,20224,3703125000.000000,-1.952126652190e+02,3.904253304380e+01,-1.985528802899e+02,3.150519618084e+01,-1.957797009922e+02,4.104531866085e+01
837,20225,3703308105.468750,1.952126652190e+02,-1.171275991314e+02,2.016655035165e+02,-1.101956726249e+02,1.948738038423e+02,-1.193369793574e+02
838,20226,3703491210.937500,1.171275991314e+02,1.171275991314e+02,1.132953578886e+02,1.228927885625e+02,1.184990607202e+02,1.165705567739e+02
839,20227,3703674316.406250,2.732977313066e+02,2.732977313066e+02,2.641742182797e+02,2.867193405870e+02,2.761711005530e+02,2.720257450912e+02
840,20228,3703857421.875000,-1.952126652190e+02,1.171275991314e+02,-2.015353830920e+02,1.098974007332e+02,-1.949450378772e+02,1.188462912516e+02
841,20229,3704040527.343750,-3.904253304380e+01,1.952126652190e+02,-4.741276215213e+01,1.950197162563e+02,-3.779732294812e+01,1.958530703948e+02
842,20230,3704223632.812500,1.952126652190e+02,-1.952126652190e+02,2.045481092831e+02,-1.889407562234e+02,1.943215142477e+02,-1.973435389193e+02
843,20231,3704406738.281250,-1.171275991314e+02,1.171275991314e+02,-1.226239917894e+02,1.135980061236e+02,-1.163597229131e+02,1.185388234114e+02
844,20232,3704589843.750000,-1.171275991314e+02,-3.904253304380e+01,-1.167272280347e+02,-4.373530130700e+01,-1.180083723555e+02,-3.793264106176e+01
845,20233,3704772949.218750,3.904253304380e+01,-1.952126652190e+02,4.636970986615e+01,-1.956735701019e+02,3.696120367664e+01,-1.964027739419e+02
846,20234,3704956054.687500,3.904253304380e+01,-2.732977313066e+02,4.877753702713e+01,-2.747045412129e+02,3.575934133320e+01,-2.750787142263e+02
847,20235,3705139160.156250,3.904253304380e+01,-1.171275991314e+02,4.346522749325e+01,-1.169720351398e+02,3.786604784499e+01,-1.182030697000e+02
848,20236,3705322265.625000,1.171275991314e+02,-1.952126652190e+02,1.251611031387e+02,-1.930724164569e+02,1.155727770792e+02,-1.973486484424e+02
849,20237,3705505371.093750,-1.171275991314e+02,-1.171275991314e+02,-1.141109558201e+02,-1.224996762043e+02,-1.188528721014e+02,-1.164278120287e+02
850,20238,3705688476.562500,-3.904253304380e+01,-1.952126652190e+02,-3.230358414822e+01,-1.985938045397e+02,-4.097475462102e+01,-1.958009430879e+02
851,20239,3705871582.031250,-2.732977313066e+02,3.904253304380e+01,-2.774778594485e+02,2.925491196915e+01,-2.742749422804e+02,4.132684748222e+01
852,20240,3706054687.500000,-1.952126652190e+02,1.171275991314e+02,-2.015745644629e+02,1.109339866522e+02,-1.953010885848e+02,1.191029104875e+02
853,20241,3706237792.968750,2.732977313066e+02,3.904253304380e+01,2.745701801688e+02,4.970995422048e+01,2.749943687016e+02,3.735299619477e+01
854,20242,3706420898.437500,-1.952126652190e+02,-2.732977313066e+02,-1.869355142658e+02,-2.833741087842e+02,-1.979768238969e+02,-2.732930295486e+02
855,20243,3706604003.906250,3.904253304380e+01,1.171275991314e+02,3.505996025586e+01,1.197761769447e+02,3.989329317351e+01,1.173959481927e+02
856,20244,3706787109.375000,3.904253304380e+01,1.952126652190e+02,3.216401746476e+01,1.986617529012e+02,4.047177722957e+01,1.959088381116e+02
857,20245,3706970214.843750,-2.732977313066e+02,-2.732977313066e+02,-2.659468343563e+02,-2.862645755756e+02,-2.762218274585e+02,-2.729970203764e+02
858,20246,3707153320.312500,2.732977313066e+02,-1.171275991314e+02,2.805376983872e+02,-1.082084494668e+02,2.741751543939e+02,-1.192448145013e+02
859,20247,3707336425.781250,-1.952126652190e+02,3.904253304380e+01,-1.987914961846e+02,3.221133161428e+01,-1.961312093868e+02,4.027012199283e+01
860,20248,3707519531.250000,-3.904253304380e+01,2.732977313066e+02,-4.964332324521e+01,2.749157799486e+02,-3.789075971662e+01,2.751758244165e+02
861,20249,3707702636.718750,-1.952126652190e+02,-1.171275991314e+02,-1.931141223164e+02,-1.257431568823e+02,-1.971359455342e+02,-1.168742112664e+02
862,20250,3707885742.187500,1.952126652190e+02,-2.732977313066e+02,2.077038051841e+02,-2.692873064610e+02,1.953942233406e+02,-2.760455449656e+02
863,20251,3708068847.656250,-1.952126652190e+02,2.732977313066e+02,-2.076923468333e+02,2.693880487260e+02,-1.954082685274e+02,2.760558684684e+02
864,20252,3708251953.125000,-2.732977313066e+02,-1.171275991314e+02,-2.723538119017e+02,-1.285137271369e+02,-2.757668171622e+02,-1.167846592874e+02
865,20253,3708435058.593750,-3.904253304380e+01,-2.732977313066e+02,-2.970976567539e+01,-2.780355118135e+02,-4.057804969613e+01,-2.749275878216e+02
866,20254,3708618164.062500,-3.904253304380e+01,2.732977313066e+02,-4.917848685277e+01,2.752657351759e+02,-3.799371013624e+01,2.754093168331e+02
867,20255,3708801269.531250,-1.171275991314e+02,1.171275991314e+02,-1.226411070085e+02,1.144930918332e+02,-1.174111799370e+02,1.184381662836e+02
868,20256,3708984375.000000,2.732977313066e+02,-1.171275991314e+02,2.806766296205e+02,-1.092175333289e+02,2.746203814901e+02,-1.194266623234e+02
869,20257,3709167480.468750,-2.732977313066e+02,-1.171275991314e+02,-2.727415334027e+02,-1.276921455033e+02,-2.758494778524e+02,-1.164190615804e+02
870,20258,3709350585.937500,3.904253304380e+01,1.171275991314e+02,3.570858989776e+01,1.198283930857e+02,4.001162042482e+01,1.176891104702e+02
871,20259,3709533691.406250,1.171275991314e+02,-1.952126652190e+02,1.247342802004e+02,-1.938741996243e+02,1.165475828853e+02,-1.972920571173e+02
872,20260,3709716796.875000,3.904253304380e+01,-3.904253304380e+01,4.071755159850e+01,-3.831114810782e+01,3.890982062037e+01,-3.963967623771e+01
873,20261,3709899902.343750,2.732977313066e+02,-2.732977313066e+02,2.847703098073e+02,-2.683948013399e+02,2.729280718324e+02,-2.771927464682e+02
874,20262,3710083007.812500,1.171275991314e+02,-2.732977313066e+02,1.266014920913e+02,-2.731109025048e+02,1.159072418317e+02,-2.758965571570e+02
875,20263,3710266113.281250,1.952126652190e+02,3.904253304380e+01,1.963891465121e+02,4.529336403232e+01,1.967387089850e+02,3.792623472808e+01
876,20264,3710449218.750000,-3.904253304380e+01,-3.904253304380e+01,-3.834777537534e+01,-4.066898062408e+01,-3.956797137967e+01,-3.903593408763e+01
877,20265,3710632324.218750,-1.171275991314e+02,-2.732977313066e+02,-1.103720783474e+02,-2.800460318213e+02,-1.195591727741e+02,-2.743741701101e+02
878,20266,3710815429.687500,1.171275991314e+02,1.171275991314e+02,1.150158019337e+02,1.220246433161e+02,1.185823371949e+02,1.172433697970e+02
879,20267,3710998535.156250,1.171275991314e+02,3.904253304380e+01,1.173458565061e+02,4.302164821504e+01,1.181873933181e+02,3.866345674470e+01
880,20268,3711181640.625000,-3.904253304380e+01,2.732977313066e+02,-4.778269237256e+01,2.753046627567e+02,-3.803132863185e+01,2.752338594719e+02
881,20269,3711364746.093750,1.952126652190e+02,1.171275991314e+02,1.938678153347e+02,1.244474848971e+02,1.968612999236e+02,1.170641777601e+02
882,20270,3711547851.562500,2.732977313066e+02,1.171275991314e+02,2.727604578956e+02,1.268960904419e+02,2.752496208118e+02,1.168003172360e+02
883,20271,3711730957.031250,3.904253304380e+01,-2.732977313066e+02,4.800386761163e+01,-2.751085638282e+02,3.850806357667e+01,-2.748854493338e+02
884,20272,3711914062.500000,3.904253304380e+01,-2.732977313066e+02,4.807752283669e+01,-2.750431586157e+02,3.876160440300e+01,-2.747567107324e+02
885,20273,3712097167.968750,2.732977313066e+02,2.732977313066e+02,2.677938670356e+02,2.848670927142e+02,2.753367827268e+02,2.741929569456e+02
886,20274,3712280273.437500,3.904253304380e+01,2.732977313066e+02,3.117164337891e+01,2.776754574435e+02,4.000525578603e+01,2.747978751604e+02
887,20275,3712463378.906250,1.171275991314e+02,1.171275991314e+02,1.150823396420e+02,1.220387890928e+02,1.182669559243e+02,1.176073463870e+02
888,20276,3712646484.375000,-3.904253304380e+01,-1.952126652190e+02,-3.389583826257e+01,-1.988410858281e+02,-3.994938843718e+01,-1.965062260403e+02
889,20277,3712829589.843750,-1.952126652190e+02,3.904253304380e+01,-1.989216743681e+02,3.406867545144e+01,-1.966387894977e+02,4.005644441373e+01
890,20278,3713012695.312500,1.952126652190e+02,-2.732977313066e+02,2.054211357111e+02,-2.717345787679e+02,1.956575325896e+02,-2.763586827882e+02
891,20279,3713195800.781250,-3.904253304380e+01,3.904253304380e+01,-4.064901988220e+01,3.850073082457e+01,-3.911871942317e+01,3.946053001017e+01
892,20280,3713378906.250000,1.171275991314e+02,-2.732977313066e+02,1.262349862785e+02,-2.737262429811e+02,1.172276436459e+02,-2.757899222549e+02
893,20281,3713562011.718750,-2.732977313066e+02,-3.904253304380e+01,-2.758105151515e+02,-4.711478793568e+01,-2.753717806076e+02,-3.849870472731e+01
894,20282,3713745117.187500,-1.952126652190e+02,2.732977313066e+02,-2.053100776861e+02,2.714099193505e+02,-1.961192597636e+02,2.757226891754e+02
895,20283,3713928222.656250,-3.904253304380e+01,-1.952126652190e+02,-3.410881211101e+01,-1.987688674367e+02,-3.965797215255e+01,-1.964451095586e+02
896,20284,3714111328.125000,2.732977313066e+02,3.904253304380e+01,2.757222285760e+02,4.683417885051e+01,2.752928594123e+02,3.867101181322e+01
897,20285,3714294433.593750,-1.952126652190e+02,3.904253304380e+01,-1.986979589921e+02,3.469881667485e+01,-1.964752382889e+02,4.002083058648e+01
898,20286,3714477539.062500,-2.732977313066e+02,2.732977313066e+02,-2.831492642871e+02,2.705997557253e+02,-2.737269483414e+02,2.767028973654e+02
899,20287,3714660644.531250,-2.732977313066e+02,1.171275991314e+02,-2.793982109943e+02,1.129197855098e+02,-2.744234554588e+02,1.198607314215e+02
900,20288,3714843750.000000,2.732977313066e+02,3.904253304380e+01,2.762303341080e+02,4.482108028393e+01,2.757225530375e+02,3.700136262981e+01
901,20289,3715026855.468750,-1.171275991314e+02,1.171275991314e+02,-1.208064607772e+02,1.166608788705e+02,-1.169560793120e+02,1.191505350425e+02
902,20290,3715209960.937500,-2.732977313066e+02,1.952126652190e+02,-2.807389008315e+02,1.930123217002e+02,-2.738999817368e+02,1.992243514365e+02
903,20291,3715393066.406250,3.904253304380e+01,1.171275991314e+02,3.742480851750e+01,1.195837676821e+02,4.033686436799e+01,1.178798420225e+02
904,20292,3715576171.875000,-1.952126652190e+02,-1.171275991314e+02,-1.959343850892e+02,-1.226671996371e+02,-1.978391970825e+02,-1.169041265861e+02
905,20293,3715759277.343750,-1.952126652190e+02,-1.952126652190e+02,-1.944313716145e+02,-2.021415474978e+02,-1.983128403930e+02,-1.958272625767e+02
906,20294,3715942382.812500,3.904253304380e+01,-3.904253304380e+01,4.046820614732e+01,-3.888602801073e+01,3.922254724198e+01,-3.952494637267e+01
907,20295,3716125488.281250,1.171275991314e+02,3.904253304380e+01,1.182007700744e+02,4.208547208459e+01,1.184599339278e+02,3.900862141979e+01
908,20296,3716308593.750000,-3.904253304380e+01,3.904253304380e+01,-4.046496187619e+01,3.883005433995e+01,-3.920741403293e+01,3.951720256532e+01
909,20297,3716491699.218750,-2.732977313066e+02,-2.732977313066e+02,-2.715783325309e+02,-2.831889494726e+02,-2.765091065772e+02,-2.749069679318e+02
910,20298,3716674804.687500,-1.171275991314e+02,1.171275991314e+02,-1.213384495690e+02,1.162912936259e+02,-1.177891105476e+02,1.184387476851e+02
911,20299,3716857910.156250,-2.732977313066e+02,-1.171275991314e+02,-2.745266077941e+02,-1.247223260330e+02,-2.757387336989e+02,-1.176653390218e+02
912,20300,3717041015.625000,1.171275991314e+02,1.171275991314e+02,1.161402719143e+02,1.212681879281e+02,1.180841198041e+02,1.179110584596e+02
913,20301,3717224121.093750,-1.952126652190e+02,-3.904253304380e+01,-1.970399260378e+02,-4.367628584584e+01,-1.967017675672e+02,-3.903365243320e+01
914,20302,3717407226.562500,1.171275991314e+02,-2.732977313066e+02,1.242375525129e+02,-2.746723845089e+02,1.174254850188e+02,-2.756691858043e+02
915,20303,3717590332.031250,2.732977313066e+02,-1.171275991314e+02,2.793209529327e+02,-1.134685380497e+02,2.752107865861e+02,-1.187774449388e+02
916,20304,3717773437.500000,-3.904253304380e+01,-2.732977313066e+02,-3.454901388396e+01,-2.778087051649e+02,-4.022381772075e+01,-2.754146730495e+02
917,20305,3717956542.968750,1.171275991314e+02,-2.732977313066e+02,1.235627006826e+02,-2.750607169567e+02,1.171328269584e+02,-2.759150594359e+02
918,20306,3718139648.437500,-1.171275991314e+02,-1.952126652190e+02,-1.153972252354e+02,-1.999321303749e+02,-1.187691798786e+02,-1.964562033358e+02
919,20307,3718322753.906250,2.732977313066e+02,3.904253304380e+01,2.763771786866e+02,4.421332881087e+01,2.755637976713e+02,3.848728482693e+01
920,20308,3718505859.375000,-1.952126652190e+02,-1.952126652190e+02,-1.945824581315e+02,-2.011200353010e+02,-1.972294689062e+02,-1.960999337838e+02
921,20309,3718688964.843750,3.904253304380e+01,2.732977313066e+02,3.504705381952e+01,2.775891726068e+02,4.008934039883e+01,2.751588251702e+02
922,20310,3718872070.312500,-1.952126652190e+02,-3.904253304380e+01,-1.971463593763e+02,-4.273978459532e+01,-1.966849919803e+02,-3.890178234895e+01
