tap,coeff_real_float,coeff_imag_float,coeff_real_int,coeff_imag_int,coeff_real_fixed,coeff_imag_fixed,coeff_abs_fixed,coeff_real_error,coeff_imag_error
152,4.979902892680208e-02,5.949767068439445e-02,1632,1950,4.980468750000000e-02,5.950927734375000e-02,7.760065068636998e-02,5.658573197918348e-06,1.160665935555361e-05
153,-5.970176699813429e-02,-1.264639710486945e-01,-1956,-4144,-5.969238281250000e-02,-1.264648437500000e-01,1.398446898189057e-01,9.384185634293829e-06,-8.727013054710131e-07
154,2.380848540722255e-01,9.356792801062024e-02,7802,3066,2.380981445312500e-01,9.356689453125000e-02,2.558231619330941e-01,1.329045902451198e-05,-1.033479370235457e-06
155,-2.991704443857660e-01,1.881897256585512e-01,-9803,6167,-2.991638183593750e-01,1.882019042968750e-01,3.534387457485826e-01,6.626026390954554e-06,1.217863832381205e-05
156,1.188581345114123e-02,-4.168111274701579e-01,389,-13658,1.187133789062500e-02,-4.168090820312500e-01,4.169781043736550e-01,-1.447556051623056e-05,2.045438907916086e-06
157,3.609295290982001e-01,2.494441949480189e-01,11827,8174,3.609313964843750e-01,2.494506835937500e-01,4.387449333195202e-01,1.867386174858598e-06,6.488645731134168e-06
158,-3.850082426569756e-01,1.581394691808077e-01,-12616,5182,-3.850097656250000e-01,1.581420898437500e-01,4.162228251871419e-01,-1.522968024414428e-06,2.620662942320884e-06
159,7.015045648915581e-02,-3.449147479111897e-01,2299,-11302,7.015991210937500e-02,-3.449096679687500e-01,3.519731414831373e-01,9.455620219187000e-06,5.079942439700780e-06
160,1.700318582150935e-01,1.884201080257927e-01,5572,6174,1.700439453125000e-01,1.884155273437500e-01,2.538018011789197e-01,1.208709740652125e-05,-4.580682042704121e-06
161,-1.371570111676227e-01,-1.202444394402409e-02,-4494,-394,-1.371459960937500e-01,-1.202392578125000e-02,1.376720706452108e-01,1.101507387268885e-05,5.181627740907802e-07
162,7.269522059397365e-02,2.789392323322519e-02,2382,914,7.269287109375000e-02,2.789306640625000e-02,7.786062330469765e-02,-2.349500223652878e-06,-8.568269751867141e-07
163,-1.736998692791416e-01,-3.106827038492277e-02,-5692,-1018,-1.737060546875000e-01,-3.106689453125000e-02,1.764623058075366e-01,-6.185408358394540e-06,1.375853672769267e-06
164,2.276445099961091e-01,-1.798908174828248e-01,7459,-5895,2.276306152343750e-01,-1.799011230468750e-01,2.901380896495787e-01,-1.389476173410675e-05,-1.030556405021144e-05
165,2.042576419748088e-02,3.786167886225156e-01,669,12407,2.041625976562500e-02,3.786315917968750e-01,3.791816266243037e-01,-9.504431855877904e-06,1.480317435936795e-05
166,-3.718056072854570e-01,-2.178113815731167e-01,-12183,-7137,-3.717956542968750e-01,-2.178039550781250e-01,4.308950816634083e-01,9.952988581973798e-06,7.426494991691346e-06
167,3.923168453208725e-01,-1.971395600633113e-01,12855,-6460,3.923034667968750e-01,-1.971435546875000e-01,4.390530619591100e-01,-1.337852399752038e-05,-3.994624188652374e-06
168,-4.569309938244848e-02,3.999371395725597e-01,-1497,13105,-4.568481445312500e-02,3.999328613281250e-01,4.025337201300255e-01,8.284929323476575e-06,-4.278244434718914e-06
169,-2.458612681267918e-01,-2.132543498292850e-01,-8056,-6988,-2.458496093750000e-01,-2.132568359375000e-01,3.254543109315252e-01,1.165875179184872e-05,-2.486108214960758e-06
170,2.139963587599813e-01,-4.014749171052470e-02,7012,-1316,2.139892578125000e-01,-4.016113281250000e-02,2.177253293669064e-01,-7.100947481297748e-06,-1.364110197529800e-05
171,-7.623359473913620e-02,6.932546448798960e-02,-2498,2272,-7.623291015625000e-02,6.933593750000000e-02,1.030481868831024e-01,6.845828861984371e-07,1.047301201040352e-05
172,1.011926876424258e-01,-2.637939223121045e-02,3316,-864,1.011962890625000e-01,-2.636718750000000e-02,1.045749372301089e-01,3.601420074245132e-06,1.220473121045160e-05
173,-1.504757966680435e-01,1.609203207078111e-01,-4931,5273,-1.504821777343750e-01,1.609191894531250e-01,2.203176600954421e-01,-6.381066331495600e-06,-1.131254686093097e-06
174,-4.909361454289901e-02,-3.251779484773371e-01,-1609,-10655,-4.910278320312500e-02,-3.251647949218750e-01,3.288513755100899e-01,-9.168660225988834e-06,1.315355546205321e-05
175,3.659049304946821e-01,1.769883031277639e-01,11990,5800,3.659057617187500e-01,1.770019531250000e-01,4.064685939516648e-01,8.312240678542970e-07,1.364999723613147e-05
176,-3.795342950225294e-01,2.278577543051092e-01,-12437,7466,-3.795471191406250e-01,2.278442382812500e-01,4.426838743007371e-01,-1.282411809555573e-05,-1.351602385923911e-05
177,1.531715728784094e-02,-4.326106746802574e-01,502,-14176,1.531982421875000e-02,-4.326171875000000e-01,4.328883550460829e-01,2.666930909056564e-06,-6.512819742621190e-06
178,3.072284678620423e-01,2.200398653820828e-01,10067,7210,3.072204589843750e-01,2.200317382812500e-01,3.778867241246225e-01,-8.008877667275982e-06,-8.127100832838741e-06
179,-2.691029574885979e-01,9.138524145659957e-02,-8818,2995,-2.691040039062500e-01,9.140014648437500e-02,2.842023076889775e-01,-1.046417652139642e-06,1.490502777543035e-05
180,6.903788802664798e-02,-1.507025828477833e-01,2262,-4938,6.903076171875000e-02,-1.506958007812500e-01,1.657542471147362e-01,-7.126307897981077e-06,6.782066533317366e-06
181,-3.350857285232147e-02,6.905970287292687e-02,-1098,2263,-3.350830078125000e-02,6.906127929687500e-02,7.676110030065811e-02,2.720710714707031e-07,1.576423948129735e-06
182,8.374958747591454e-02,-1.375191332439027e-01,2744,-4506,8.374023437500000e-02,-1.375122070312500e-01,1.610032109486804e-01,-9.353100914544221e-06,6.926212652746955e-06
183,7.083883852841473e-02,2.737956321582523e-01,2321,8972,7.083129882812500e-02,2.738037109375000e-01,2.828171582786752e-01,-7.539700289729834e-06,8.078779247688850e-06
184,-3.558096667248267e-01,-1.386187436642450e-01,-11659,-4542,-3.558044433593750e-01,-1.386108398437500e-01,3.818504508789592e-01,5.223365451667572e-06,7.903820494981062e-06
185,3.619615307873556e-01,-2.543671949850573e-01,11861,-8335,3.619689941406250e-01,-2.543640136718750e-01,4.424054748423008e-01,7.463353269399065e-06,3.181313182276657e-06
186,1.674217756026664e-02,4.560462649078041e-01,549,14944,1.675415039062500e-02,4.560546875000000e-01,4.563623336188410e-01,1.197283035836438e-05,8.422592195911349e-06
187,-3.610062212073745e-01,-2.175357887499956e-01,-11829,-7128,-3.609924316406250e-01,-2.175292968750000e-01,4.214671169862996e-01,1.378956674946696e-05,6.491874995573355e-06
188,3.106216357465227e-01,-1.419532141955011e-01,10178,-4652,3.106079101562500e-01,-1.419677734375000e-01,3.415144543740929e-01,-1.372559027273956e-05,-1.455924199886272e-05
189,-5.445974253416395e-02,2.202052156113466e-01,-1785,7216,-5.447387695312500e-02,2.202148437500000e-01,2.268523323180547e-01,-1.413441896104539e-05,9.628138653350327e-06
190,-2.886114465566952e-02,-9.980653865469194e-02,-946,-3270,-2.886962890625000e-02,-9.979248046875000e-02,1.038845254659732e-01,-8.484250580476083e-06,1.405818594193975e-05
191,-2.774581843548649e-02,1.121089780174770e-01,-909,3674,-2.774047851562500e-02,1.121215820312500e-01,1.155023086585986e-01,5.339919861489101e-06,1.260401377296827e-05
192,-8.680449094124065e-02,-2.275269204856301e-01,-2844,-7456,-8.679199218750000e-02,-2.275390625000000e-01,2.435300286848708e-01,1.249875374065290e-05,-1.214201436994244e-05
193,3.448469098898146e-01,1.042471836503288e-01,11300,3416,3.448486328125000e-01,1.042480468750000e-01,3.602613424028488e-01,1.722922685354344e-06,8.632246712297897e-07
194,-3.425312964001506e-01,2.778269498771004e-01,-11224,9104,-3.425292968750000e-01,2.778320312500000e-01,4.410407654697951e-01,1.999525150564452e-06,5.081372899617964e-06
195,-4.930146309794503e-02,-4.716994640800761e-01,-1616,-15457,-4.931640625000000e-02,-4.717102050781250e-01,4.742811671363958e-01,-1.494315205496921e-05,-1.074099804893036e-05
196,4.052905186292352e-01,2.066804966436029e-01,13281,6773,4.053039550781250e-01,2.066955566406250e-01,4.549663164861203e-01,1.343644888984752e-05,1.505999702208771e-05
197,-3.357149080937569e-01,1.876807319700833e-01,-11001,6150,-3.357238769531250e-01,1.876831054687500e-01,3.846238027408482e-01,-8.968859368074789e-06,2.373498666746743e-06
198,3.491199825881784e-02,-2.695721235605300e-01,1144,-8833,3.491210937500000e-02,-2.695617675781250e-01,2.718131746638765e-01,1.111161821581996e-07,1.035598240500812e-05
199,7.439842290576189e-02,1.147571893928793e-01,2438,3760,7.440185546875000e-02,1.147460937500000e-01,1.367563604666216e-01,3.432562988112120e-06,-1.109564287925247e-05
200,-5.618925114432731e-03,-9.404398929626019e-02,-184,-3082,-5.615234375000000e-03,-9.405517578125000e-02,9.422264562369292e-02,3.690739432730961e-06,-1.118648498980856e-05
201,9.859604496915099e-02,2.034799194260478e-01,3231,6668,9.860229492187500e-02,2.034912109375000e-01,2.261218377173477e-01,6.249952724010632e-06,1.129151145218277e-05
202,-3.488777221484680e-01,-8.212461712194244e-02,-11432,-2691,-3.488769531250000e-01,-8.212280273437500e-02,3.584121693675210e-01,7.690234680168828e-07,1.814387567439235e-06
203,3.361461871649846e-01,-3.065355392229632e-01,11015,-10045,3.361511230468750e-01,-3.065490722656250e-01,4.549394588652326e-01,4.935881890377747e-06,-1.353304266182853e-05
204,8.084761891822662e-02,4.942137789788255e-01,2649,16194,8.084106445312500e-02,4.942016601562500e-01,5.007699657558428e-01,-6.554465101615836e-06,-1.211882257545760e-05
205,-4.479983409938417e-01,-1.953446771223302e-01,-14680,-6401,-4.479980468750000e-01,-1.953430175781250e-01,4.887342268762669e-01,2.941188417260321e-07,1.659544205168118e-06
206,3.515731823995376e-01,-2.278771810471986e-01,11520,-7467,3.515625000000000e-01,-2.278747558593750e-01,4.189547657733705e-01,-1.068239953760930e-05,2.425187823618113e-06
207,-1.576190546248310e-02,2.992718984812990e-01,-516,9807,-1.574707031250000e-02,2.992858886718750e-01,2.996998721747154e-01,1.483514998310009e-05,1.399019057601869e-05
208,-9.589545866739417e-02,-1.169178862736408e-01,-3142,-3831,-9.588623046875000e-02,-1.169128417968750e-01,1.512044370067471e-01,9.228198644170571e-06,5.044476765844741e-06
209,1.184645949029740e-02,9.349947256684769e-02,388,3064,1.184082031250000e-02,9.350585937500000e-02,9.425259021973979e-02,-5.639177797396588e-06,6.386808152306078e-06
210,-1.125157841180734e-01,-2.132434145122700e-01,-3687,-6988,-1.125183105468750e-01,-2.132568359375000e-01,2.411199873141934e-01,-2.526428801635783e-06,-1.342142522997580e-05
211,3.809408450707781e-01,7.361593330794111e-02,12483,2412,3.809509277343750e-01,7.360839843750000e-02,3.879971722348177e-01,1.008266359692200e-05,-7.534870441111563e-06
212,-3.495306927312358e-01,3.485687049425491e-01,-11453,11422,-3.495178222656250e-01,3.485717773437500e-01,4.936243430402170e-01,1.287046561082583e-05,3.072401200898689e-06
213,-1.126763485572190e-01,-5.288714363383739e-01,-3692,-17330,-1.126708984375000e-01,-5.288696289062500e-01,5.407382136802873e-01,5.450119718974911e-06,1.807432123857033e-06
214,4.871946668214707e-01,1.841631973278274e-01,15964,6035,4.871826171875000e-01,1.841735839843750e-01,5.208328057326188e-01,-1.204963397072323e-05,1.038665654762294e-05
215,-3.524365750791317e-01,2.540415823348713e-01,-11549,8324,-3.524475097656250e-01,2.540283203125000e-01,4.344532594661714e-01,-1.093468649332463e-05,-1.326202237134089e-05
216,4.265819734806109e-03,-2.920651827024230e-01,140,-9570,4.272460937500000e-03,-2.920532226562500e-01,2.920844720048699e-01,6.641202693891124e-06,1.196004617298740e-05
217,6.783678057249758e-02,1.023884626439258e-01,2223,3355,6.784057617187500e-02,1.023864746093750e-01,1.228223674998498e-01,3.795599377423575e-06,-1.988034550759465e-06
218,2.837105768710720e-02,-1.336964239874691e-01,930,-4381,2.838134765625000e-02,-1.336975097656250e-01,1.366767171551699e-01,1.028996914279739e-05,-1.085778155940353e-06
219,1.386411789921647e-01,2.857101561243002e-01,4543,9362,1.386413574218750e-01,2.857055664062500e-01,3.175674678919367e-01,1.784297103402110e-07,-4.589718050229674e-06
220,-4.667215025624071e-01,-8.424714180314985e-02,-15294,-2761,-4.667358398437500e-01,-8.425903320312500e-02,4.742804327304427e-01,-1.433728134292434e-05,-1.189139997515021e-05
221,3.947980185849017e-01,-4.159598102343250e-01,12937,-13630,3.948059082031250e-01,-4.159545898437500e-01,5.734892553171128e-01,7.889618223289041e-06,5.220390575044753e-06
222,1.440517078525345e-01,5.797140560892792e-01,4720,18996,1.440429687500000e-01,5.797119140625000e-01,5.973393341747393e-01,-8.739102534488508e-06,-2.142026779172745e-06
223,-5.100640369747662e-01,-1.734957449502058e-01,-16714,-5685,-5.100708007812500e-01,-1.734924316406250e-01,5.387688239367628e-01,-6.763806483789381e-06,3.313309580810220e-06
224,3.220203660774720e-01,-2.420215645129477e-01,10552,-7931,3.220214843750000e-01,-2.420349121093750e-01,4.028383485703307e-01,1.118297527968881e-06,-1.334759642732108e-05
225,-1.826925498109200e-02,2.089782677943468e-01,-599,6848,-1.828002929687500e-02,2.089843750000000e-01,2.097823359228208e-01,-1.077431578300203e-05,6.107205653194114e-06
226,6.036368962377183e-02,-6.606307045103926e-02,1978,-2165,6.036376953125000e-02,-6.607055664062500e-02,8.949359265793223e-02,7.990747816905008e-08,-7.486189585736991e-06
227,-1.442008103408239e-01,2.554728073013278e-01,-4725,8371,-1.441955566406250e-01,2.554626464843750e-01,2.933488065489622e-01,5.253700198937228e-06,-1.016081695282001e-05
228,-1.938677504254702e-01,-4.560242583894862e-01,-6353,-14943,-1.938781738281250e-01,-4.560241699218750e-01,4.955267801439835e-01,-1.042340265478003e-05,8.846761118119773e-08
229,6.231512321571683e-01,1.134859880592761e-01,20419,3719,6.231384277343750e-01,1.134948730468750e-01,6.333897586219682e-01,-1.280442279327776e-05,8.884987598906102e-06
230,-4.602020031131723e-01,4.989312986452625e-01,-15080,16349,-4.602050781250000e-01,4.989318847656250e-01,6.787648632389690e-01,-3.075011827724516e-06,5.861203625223688e-07
231,-1.585453379605055e-01,-5.971257095874309e-01,-5195,-19567,-1.585388183593750e-01,-5.971374511718750e-01,6.178249691610321e-01,6.519601130461350e-06,-1.174158444405826e-05
232,4.290192983857087e-01,1.478630503860888e-01,14058,4845,4.290161132812500e-01,1.478576660156250e-01,4.537804698910459e-01,-3.185104458736099e-06,-5.384370463767940e-06
233,-1.861182736817938e-01,1.008313676246246e-01,-6099,3304,-1.861267089843750e-01,1.008300781250000e-01,2.116833872840470e-01,-8.435302581238924e-06,-1.289499624634871e-06
234,1.049905857588131e-01,7.029595813806458e-02,3440,2303,1.049804687500000e-01,7.028198242187500e-02,1.263346978154397e-01,-1.011700881305144e-05,-1.397571618957927e-05
235,-4.043879137130416e-01,-8.088523246866736e-03,-13251,-265,-4.043884277343750e-01,-8.087158203125000e-03,4.044692851296402e-01,-5.140213334420274e-07,1.365043741735628e-06
236,3.804737019577190e-01,-5.191870021983971e-01,12467,-17013,3.804626464843750e-01,-5.191955566406250e-01,6.436737150181472e-01,-1.105547334401269e-05,-8.554442227914905e-06
237,2.826774013274089e-01,7.268535043451564e-01,9263,23818,2.826843261718750e-01,7.268676757812500e-01,7.799019466310386e-01,6.924844466071889e-06,1.417143609361293e-05
238,-7.616955285817709e-01,-1.450228017473178e-01,-24959,-4752,-7.616882324218750e-01,-1.450195312500000e-01,7.753706390197723e-01,7.296159895919807e-06,3.270497317769960e-06
239,4.240875502015859e-01,-4.474092692261709e-01,13897,-14661,4.241027832031250e-01,-4.474182128906250e-01,6.164788949727943e-01,1.523300153910556e-05,-8.943664454141853e-06
240,5.164034330831502e-02,3.170446920730418e-01,1692,10389,5.163574218750000e-02,3.170471191406250e-01,3.212244162989850e-01,-4.601120815024562e-06,2.427067583243847e-06
241,8.805267111074003e-02,-6.095201774372741e-02,2885,-1997,8.804321289062500e-02,-6.094360351562500e-02,1.070781497111975e-01,-9.458220115027283e-06,8.414228102410215e-06
242,-2.490254589456991e-01,4.223340664472254e-01,-8160,13839,-2.490234375000000e-01,4.223327636718750e-01,4.902832198791228e-01,2.021445699135205e-06,-1.302775350375818e-06
243,-3.474442774090736e-01,-7.385609018281275e-01,-11385,-24201,-3.474426269531250e-01,-7.385559082031250e-01,8.161992456292956e-01,1.650455948576379e-06,4.993625002502888e-06
244,9.646029070746567e-01,1.155663520970983e-01,31608,3787,9.645996093750000e-01,1.155700683593750e-01,9.714982486381503e-01,-3.297699656679143e-06,3.716262276742821e-06
245,-5.529275840981622e-01,6.910608107196363e-01,-18118,22645,-5.529174804687500e-01,6.910705566406250e-01,8.850402558434808e-01,1.010362941222809e-05,9.745920988679657e-06
246,-1.627105005044116e-01,-5.118365449180520e-01,-5332,-16772,-1.627197265625000e-01,-5.118408203125000e-01,5.370835454105326e-01,-9.226058088424027e-06,-4.275394448027825e-06
247,-3.367233464065654e-02,6.316345008390090e-02,-1103,2070,-3.366088867187500e-02,6.317138671875000e-02,7.157988213283273e-02,1.144596878153992e-05,7.936634849103896e-06
248,3.389375489329894e-01,-5.690710434898116e-01,11106,-18647,3.389282226562500e-01,-5.690612792968750e-01,6.623466461815297e-01,-9.326276739440864e-06,9.764192936634331e-06
249,5.053449472154745e-01,1.032539406222191e+00,16559,33834,5.053405761718750e-01,1.032531738281250e+00,1.149561172136491e+00,-4.371043599515900e-06,-7.667940941313844e-06
250,-1.237628041894441e+00,-1.179862251417791e-01,-40555,-3866,-1.237640380859375e+00,-1.179809570312500e-01,1.243251068190069e+00,-1.233896493446629e-05,5.268110529144110e-06
251,4.587834806279826e-01,-5.877641049597402e-01,15033,-19260,4.587707519531250e-01,-5.877685546875000e-01,7.456155019358627e-01,-1.272867485763163e-05,-4.449727759814337e-06
252,-1.958460938288059e-01,-2.806600529092196e-01,-6417,-9197,-1.958312988281250e-01,-2.806701660156250e-01,3.422362337508243e-01,1.479500068091166e-05,-1.011310640536278e-05
253,1.553060136558469e+00,7.405858343896998e-02,50891,2427,1.553070068359375e+00,7.406616210937500e-02,1.554835178918784e+00,9.931800906359811e-06,7.578670405017363e-06
254,-9.459192368292643e-01,1.401191596828804e+00,-30996,45914,-9.459228515625000e-01,1.401184082031250e+00,1.690587730005719e+00,-3.614733235735024e-06,-7.514797553564989e-06
255,7.788220128306118e-01,1.476294332936947e+00,25520,48375,7.788085937500000e-01,1.476287841796875e+00,1.669122109833827e+00,-1.341908061180952e-05,-6.491140071673840e-06
