freq_hz,h1_abs_db,fixed_fir_abs_db,fixed_fir_phase_rad,fixed_total_abs_db,fixed_total_phase_rad,target_phase_rad,fixed_phase_error_rad,fixed_total_group_delay_ns
3535000000.000000,2.922221150000e-01,-2.840774259881e-01,-1.038025486045e+00,8.144689011894e-03,-3.515273371022e+00,-3.514656781204e+00,-6.165898188901e-04,1.120895088628e+01
3536000000.000000,2.957932780000e-01,-2.806973102779e-01,-1.095401222880e+00,1.509596772212e-02,-3.586590226350e+00,-3.581415625092e+00,-5.174601257686e-03,1.056387096845e+01
3537000000.000000,2.579780610000e-01,-2.773103466019e-01,-1.152798691141e+00,-1.933228560189e-02,-3.648022888734e+00,-3.648174468981e+00,1.515802468433e-04,1.038084584094e+01
3538000000.000000,2.825136940000e-01,-2.739105708739e-01,-1.210218518994e+00,8.603123126103e-03,-3.717039782478e+00,-3.714933312870e+00,-2.106469607893e-03,1.072990000869e+01
3539000000.000000,2.684210810000e-01,-2.704922684843e-01,-1.267661205156e+00,-2.071187484268e-03,-3.782858788898e+00,-3.781692156759e+00,-1.166632139800e-03,1.045864091482e+01
3540000000.000000,2.643669400000e-01,-2.670500433711e-01,-1.325127115947e+00,-2.683103371121e-03,-3.848466940336e+00,-3.848451000648e+00,-1.593968840430e-05,1.027501092917e+01
3541000000.000000,2.598847670000e-01,-2.635788770423e-01,-1.382616484061e+00,-3.694110042305e-03,-3.911978384301e+00,-3.915209844536e+00,3.231460235301e-03,1.080018441299e+01
3542000000.000000,2.683201120000e-01,-2.600741779640e-01,-1.440129408985e+00,8.245934036036e-03,-3.984186060373e+00,-3.981968688425e+00,-2.217371947942e-03,1.105365580907e+01
3543000000.000000,2.474144990000e-01,-2.565318218277e-01,-1.497665858914e+00,-9.117322827707e-03,-4.050882719841e+00,-4.048727532314e+00,-2.155187527515e-03,1.060481945727e+01
3544000000.000000,2.449329810000e-01,-2.529481832209e-01,-1.555225674068e+00,-8.015202220887e-03,-4.117450151971e+00,-4.115486376203e+00,-1.963775768828e-03,1.072025030604e+01
